Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
what happened to the lsu women's basketball coach,50,46,0.00,0.00,58,Informational,"Image pack, People also ask, Video carousel","0.36,0.27,0.36,1.00,0.18"
what happened to the villanova basketball player,50,42,0.00,0.00,89,Informational,"Featured snippet, Image pack, People also ask, Site links, Twitter, Video","1.00,0.00"
what happened to basketball player in russia,40,,0.00,0.00,,,,1.00
what happened to syracuse basketball,40,,0.00,0.00,,,,"0.36,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.27,1.00,1.00,0.18"
what happened to the 2020 kansas basketball team,40,,0.00,0.00,,,,1.00
what happened to the basketball player in russia,40,,0.00,0.00,,,,"0.00,1.00"
what happened to upper deck basketball cards,40,,0.00,0.10,,,,"1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what happened to urban basketball,40,,0.00,0.01,,,,"1.00,0.80,0.60,0.60,0.80,1.00,0.60,0.40"
what happens if the basketball goes up through the hoop,40,,0.00,0.00,,,,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what happens if you get 5 fouls in basketball,40,,0.00,0.00,,,,"0.05,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.29"
what happens when you get 5 fouls in basketball,40,,0.00,0.00,,,,"0.63,0.27,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.36,0.18,0.27"
what basketball game is happening right now,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.00,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what happened at michigan wisconsin basketball game,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.07,0.00"
what happened at the michigan wisconsin basketball game,30,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened in basketball today,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what happened to and1 basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what happened to auburn basketball,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,1.00,0.09"
what happened to basketball wives la,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what happened to basketball wives miami,30,,0.00,0.00,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what happened to butler basketball,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.00,0.11,0.11,0.11,0.11,0.11,0.11,0.07"
what happened to duke basketball,30,,0.00,0.00,,,,"0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.01"
what happened to ej jackson basketball,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,0.03,0.34,0.00,0.00,0.00"
what happened to isaiah washington basketball,30,,0.00,0.00,,,,"1.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what happened to iu basketball,30,,0.00,0.00,,,,"0.00,0.60,0.00,0.60,0.60,0.60,0.60,0.60,1.00,0.60,0.40"
what happened to jason williams basketball player,30,,0.00,0.00,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what happened to jennifer from basketball wives,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what happened to ku basketball,30,,0.00,0.00,,,,"0.00,0.80,1.00,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
what happened to louisville basketball,30,,0.00,0.00,,,,"0.22,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.55,0.33,0.55,0.22"
what happened to marquette basketball,30,,0.00,0.00,,,,"1.00,0.42,0.00,0.42,0.00,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what happened to michigan basketball coach,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.52,0.09"
what happened to mississippi state women's basketball coach,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.41,1.00,0.00"
what happened to oden basketball player,30,,0.00,0.00,,,,"1.00,0.00,0.28,0.28"
what happened to og from basketball wives,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what happened to royce from basketball wives,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what happened to suzie from basketball wives,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18"
what happened to tammy from basketball wives,30,,0.00,0.00,,,,"0.25,1.00,0.75,0.75,0.75,0.50,0.50"
what happened to tammy on basketball wives,30,,0.00,0.00,,,,"0.14,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14"
what happened to the arkansas basketball coach,30,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened to the basketball wives,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what happened to the michigan michigan state basketball game,30,,0.00,0.00,,,,"1.00,0.00,0.00,0.00"
what happened to the show basketball wives,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what happened to tnt basketball,30,,0.00,0.00,,,,"0.00,0.27,0.00,0.00,0.27,0.27,0.27,1.00,0.27,0.18,0.18"
what happened to tnt basketball crew,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.00,0.78,0.14"
what happened to ucla basketball,30,,0.00,0.00,,,,"0.75,0.75,0.75,0.75,0.00,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
what happened to uconn basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what happened to uk basketball,30,,0.00,0.00,,,,"0.40,0.20,0.40,0.60,0.60,0.60,0.60,0.60,0.60,1.00,0.40"
what happened to virginia basketball,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.17,0.29,1.00,0.11"
what happened to zach brown basketball,30,,0.00,0.00,,,,"0.09,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.00,0.27,0.18,0.18"
what happens at basketball tryouts,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.33,0.77,1.00,0.33,0.33,0.33,0.22,0.22"
what happens if you drop a player in fantasy basketball,30,,0.00,0.00,,,,"0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what happens if you fill a basketball with helium,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what happens if you play basketball everyday,30,,0.00,0.00,,,,"0.20,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
what happens if you tie in fantasy basketball,30,,0.00,0.00,,,,"0.77,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what happens in basketball if the backboard breaks,30,,0.00,0.00,,,,"0.77,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what happens when you break the backboard in basketball,30,,0.00,0.00,,,,"0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.06,0.06"
what happens when you jam your finger in basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what's happening basketball brain,30,,0.00,0.00,,,,"0.77,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what happened at michigan basketball game today,20,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened at the end of the michigan basketball game,20,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened at the michigan basketball game today,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.14"
what happened in basketball yesterday,20,,0.00,0.00,,,,"1.00,0.33,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33,0.22,0.22"
what happened in the michigan basketball game today,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.14"
what happened lsu basketball coach,20,,0.00,0.00,,,,"1.00,0.00"
what happened to 94fifty basketball,20,,0.00,0.00,,,,"1.00,0.33,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.00,0.22,0.00"
what happened to acc basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.81,0.18,0.18"
what happened to auburn basketball player,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.00"
what happened to basketball player,20,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what happened to basketball wives 2021,20,,0.00,0.00,,,,"1.00,0.28,0.00,0.42,0.42,0.00,0.42,0.00,0.00,0.00,0.28"
what happened to converse basketball shoes,20,,0.00,0.82,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.66,0.66"
what happened to escalade the basketball player,20,,0.00,0.00,,,,"0.00,0.17,0.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what happened to female basketball player in russia,20,,0.00,0.00,,,,1.00
what happened to high-top basketball shoes,20,,0.00,0.98,,,,"0.33,1.00,1.00,1.00,1.00,0.66,0.66"
what happened to imani basketball wives,20,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.66"
what happened to iowa state basketball coach,20,,0.00,0.00,,,,"1.00,0.00"
what happened to kansas basketball in 2020,20,,0.00,0.00,,,,1.00
what happened to keyontae johnson basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.09"
what happened to lenny cooke basketball player,20,,0.00,0.00,,,,"0.27,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.00"
what happened to lsu basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.78"
what happened to lsu head basketball coach,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,1.00,0.14"
what happened to lsu mens basketball coach,20,,0.00,0.00,,,,"1.00,0.00"
what happened to lsu's basketball coach,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.07"
what happened to lsu's men's basketball coach,20,,0.00,0.00,,,,"1.00,0.00"
what happened to maryland's men's basketball coach,20,,0.00,0.00,,,,"0.75,1.00,0.50,0.00"
what happened to notre dame basketball,20,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.66,0.00"
what happened to oklahoma state basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,0.27,0.27,0.27,0.18,0.18"
what happened to oregon state basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.00,1.00,0.18"
what happened to pitt basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.27,1.00,0.18"
what happened to providence basketball coaches head,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.27,1.00,0.00"
what happened to purdue basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.27,1.00,0.18"
what happened to sean miller arizona basketball coach,20,,0.00,0.00,,,,"1.00,0.66,0.00"
what happened to sean miller basketball coach,20,,0.00,0.00,,,,"1.00,0.00"
what happened to st john's basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,0.27,0.27,0.27,0.18,0.18"
what happened to susie from basketball wives,20,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what happened to the female basketball player in russia,20,,0.00,0.00,,,,1.00
what happened to the louisville basketball coach,20,,0.00,0.00,,,,"1.00,0.75,0.25,0.00"
what happened to the lsu basketball head coach,20,,0.00,0.00,,,,"1.00,0.00"
what happened to the maryland basketball coach,20,,0.00,0.00,,,,"0.25,1.00,1.00,1.00,0.00"
what happened to the xavier basketball coach,20,,0.00,0.00,,,,"1.00,0.33"
what happened to uconn men's basketball,20,,0.00,0.00,,,,"0.00,0.42,0.42,0.42,0.42,0.00,0.42,0.42,0.42,0.42,0.28,0.28"
what happened to uconn women's basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,1.00,0.18"
what happened to uconn women's basketball assistant coach,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.00,0.81"
what happened to unlv basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.22,0.11,1.00,0.77"
what happened to uva basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.42,0.42,0.42,0.42,0.42,1.00,0.28"
what happens at the end of basketball diaries,20,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what happens if you get a technical foul in basketball,20,,0.00,0.00,,,,"0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00"
what happens if you use a indoor basketball outside,20,,0.00,0.00,,,,"1.00,1.00"
what happens if you use an indoor basketball outside,20,,0.00,0.00,,,,"0.66,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what happens in basketball tryouts,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,0.60,0.60,0.60,0.40,0.40"
what's happening in basketball,20,,0.00,0.00,,,,"0.00,0.42,0.42,0.42,0.00,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what's happening with basketball,20,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.66,0.66"
what happened after the michigan wisconsin basketball game,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.00"
what happened at bryant basketball game,10,,0.00,0.00,,,,"1.00,0.00"
what happened at michigan basketball game,10,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened at the badger basketball game today,10,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened at the michigan basketball game,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.00"
what happened at the michigan wisconsin basketball game today,10,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened at the wisconsin michigan basketball game,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.18"
what happened at the wisconsin michigan basketball game today,10,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened in the 1972 olympics basketball,10,,0.00,0.00,,,,"0.00,0.40,0.80,0.20,0.00,0.00,0.00,0.20,1.00,0.00,0.00"
what happened in the michigan wisconsin basketball game,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.00"
what happened in the michigan wisconsin basketball game today,10,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened to alabama basketball,10,,0.00,0.00,,,,"0.00,1.00,0.33"
what happened to and1 basketball team,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.66,0.00"
what happened to baylor women's basketball coach,10,,0.00,0.00,,,,"0.50,0.00,1.00,1.00"
what happened to british on basketball wives,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00"
what happened to byu basketball,10,,0.00,0.00,,,,"1.00,0.00"
what happened to charles barkley on tnt basketball,10,,0.00,0.00,,,,"0.66,1.00,0.00,0.00"
what happened to creighton basketball player,10,,0.00,0.00,,,,"1.00,0.00"
what happened to duke women's basketball coach,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.66,0.66"
what happened to duke's basketball coach,10,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened to eddie griffin basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00"
what happened to elvis bowling basketball,10,,0.00,0.00,,,,"1.00,0.50,0.00,0.00"
what happened to florida basketball coach,10,,0.00,0.00,,,,"1.00,0.00"
what happened to florida state basketball,10,,0.00,0.00,,,,"1.00,0.00"
what happened to garcia on unc basketball,10,,0.00,0.00,,,,1.00
what happened to indiana basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,1.00,0.50"
what happened to iowa basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
what happened to iowa state basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,1.00,0.00"
what happened to kansas basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
what happened to kobe bryant basketball player,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00"
what happened to kobe the basketball player,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00"
what happened to lsu basketball head coach,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
what happened to lsu coach basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
what happened to lsu's head basketball coach,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
what happened to maryland head basketball coach,10,,0.00,0.00,,,,"0.00,1.00,0.00"
what happened to marylands basketball coach,10,,0.00,0.00,,,,"1.00,0.00,1.00,0.00"
what happened to michigan state basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.25,0.00"
what happened to michigan state basketball player,10,,0.00,0.00,,,,"0.00,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00"
what happened to michigan's basketball coach,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00"
what happened to miss basketball on v-103,10,,0.00,0.00,,,,"0.25,1.00,0.00,0.00,0.00"
what happened to ncaa basketball video games,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
what happened to odin basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.66,0.66"
what happened to osu basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00"
what happened to shawn bradley the basketball player,10,,0.00,0.00,,,,"0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.66,0.66"
what happened to steve alford ucla basketball coach,10,,0.00,0.00,,,,"0.33,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.66,0.66"
what happened to terrence clarke kentucky basketball,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
what happened to texas tech basketball coach,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.40,1.00,0.00"
what happened to the 2004 usa basketball team,10,,0.00,0.00,,,,"1.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
what happened to the american basketball player in russia,10,,0.00,0.00,,,,1.00
what happened to the basketball game on messenger,10,,0.00,0.00,,,,"0.00,0.00,0.50,1.00,0.50,0.50,0.00,0.00"
what happened to the basketball player oden,10,,0.00,0.00,,,,"0.00,1.00"
what happened to the citadel basketball coach,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00"
what happened to the lsu mens basketball coach,10,,0.00,0.00,,,,"1.00,0.00"
what happened to the michigan basketball coach,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.07,0.00"
what happened to the michigan michigan state basketball game today,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.42,0.28,0.00"
what happened to the michigan state basketball player today,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00"
what happened to the michigan state michigan basketball game,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00"
what happened to the seattle supersonics basketball team,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.66,0.66"
what happened to the sonics basketball team,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.66,0.66"
what happened to trey's basketball game,10,,0.00,0.00,,,,"0.42,0.42,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00"
what happened to villanova basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18"
what happened to villanova basketball player,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.40"
what happened to virginia tech basketball coach,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.28,0.42,0.14,0.14,1.00,0.00"
what happened to xavier basketball coach,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
what happened to xavier head basketball coach,10,,0.00,0.00,,,,"1.00,0.00"
what happened to xavier's basketball coach,10,,0.00,0.00,,,,"1.00,0.00"
what happened to xaviers basketball coach,10,,0.00,0.00,,,,"1.00,0.00"
what happened to zion basketball player,10,,0.00,0.00,,,,"1.00,0.00"
what happened to zion williams basketball player,10,,0.00,0.00,,,,"1.00,0.50,0.00,0.00"
what happened with lsu basketball coach,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
what happened with michigan basketball coach,10,,0.00,0.00,,,,"1.00,0.00,0.00"
what happened with the lsu basketball coach,10,,0.00,0.00,,,,"1.00,0.00"
what happened with the michigan basketball coach,10,,0.00,0.00,,,,"1.00,0.00,0.00"
what happens if a basketball hits your head,10,,0.00,0.00,,,,"1.00,0.00"
