Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
is alabama basketball game on tv tonight,50,52,0.00,0.00,38600000,Informational,"People also ask, Site links","0.80,0.14,0.00,0.00,0.14,0.00,0.33,0.19,0.14,0.14,0.09,0.00"
is auburn basketball on tv tonight,50,47,0.00,0.02,1800000,Informational,"People also ask, Site links","0.00,0.00,0.00,0.00,0.27,1.00,1.00,1.00,0.45,0.18,0.00"
is illinois basketball on tv tonight,50,58,0.00,0.00,3350000,Informational,"People also ask, Site links, Twitter","0.00,0.00,0.00,0.00,0.00,1.00,0.52,0.52,0.52,0.42,0.04"
is iowa men's basketball on tv tonight,50,53,0.00,0.00,1530000,Informational,"People also ask, Site links","0.00,0.00,0.00,0.00,0.00,1.00,0.42,0.33,0.42,0.23,0.00"
is iowa state basketball on tv today,50,49,0.00,0.01,10600000,Informational,"People also ask, Twitter","0.00,0.00,0.00,0.17,0.17,0.17,0.41,1.00,0.64,0.41,0.11"
is ku basketball on tv today,50,54,0.00,0.01,93,Informational,"People also ask, Reviews, Site links","0.00,0.00,0.00,0.00,0.27,1.00,0.45,1.00,0.27,1.00,0.18"
is ku basketball on tv tonight,50,60,0.00,0.05,1280000,Informational,"People also ask, Reviews","0.09,0.14,0.00,0.00,0.14,0.14,0.66,1.00,0.52,0.14,0.42,0.09"
is msu basketball on tv tonight,50,56,0.00,0.02,557000,Informational,"People also ask, Site links, Twitter","0.00,0.00,0.00,0.27,0.27,1.00,1.00,1.00,0.27,0.36,0.00"
is purdue basketball on tv tonight,50,52,0.00,0.00,854000,Informational,"People also ask, Site links","0.00,0.00,0.00,0.00,0.09,1.00,0.12,0.15,0.15,0.09,0.06"
is razorback basketball on tv tonight,50,58,0.00,0.01,91,Informational,"People also ask, Site links, Twitter","1.00,0.11,0.00,0.00,0.00,0.00,0.11,0.26,0.15,0.11,0.07,0.07"
is syracuse basketball on tv tonight,50,50,0.00,0.00,1640000,Informational,"People also ask, Site links","0.00,0.17,0.17,0.17,0.17,0.17,0.64,0.17,0.64,0.64,0.11,0.00"
is the auburn basketball game on tv,50,45,0.00,0.01,79,Informational,"People also ask, Site links, Video","0.11,0.55,1.00,0.55,0.77,0.00"
is the illinois basketball game on tv tonight,50,60,0.00,0.01,3150000,Informational,"People also ask, Site links","0.00,0.00,0.00,0.00,0.33,1.00,0.14,0.52,0.14,0.09,0.00"
is the iowa basketball game on tv tonight,50,59,0.00,0.03,2420000,Informational,"People also ask, Site links","0.00,0.11,0.11,0.11,0.00,1.00,0.65,0.11,0.19,0.07,0.07"
is the iowa hawkeye women's basketball game on tv tonight,50,42,0.00,0.00,88,Informational,"People also ask, Reviews, Site links","0.55,1.00,0.33,0.00"
is the ncaa women's basketball on tv,50,44,0.00,0.02,282000000,Informational,"Featured snippet, People also ask","0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.03,0.03"
is u of l basketball on tv tonight,50,54,0.00,0.02,1430000000,Informational,"People also ask, Site links","0.00,0.00,0.27,0.00,0.27,1.00,0.27,1.00,1.00,0.18,0.00"
is uconn women's basketball on tv today,50,57,0.00,0.05,1370000,Informational,"People also ask, Site links, Video","0.00,0.27,0.00,0.00,0.00,1.00,0.27,1.00,1.00,1.00,0.18"
is uofl basketball on tv tonight,50,50,0.00,0.02,10900000,Informational,"People also ask, Reviews, Site links, Video","0.00,0.00,0.27,0.27,0.27,1.00,0.27,1.00,1.00,0.18,0.00"
is vanderbilt basketball on tv tonight,50,45,0.00,0.04,90,Informational,"People also ask, Site links","0.18,0.27,0.27,1.00,0.18"
what college basketball games are on tv today,50,74,0.00,0.00,143000000,Informational,People also ask,"0.19,0.00,0.00,0.00,0.00,0.11,0.26,0.42,0.26,1.00,0.07"
what college basketball games are on tv tonight,50,74,0.00,0.00,25500000,Informational,People also ask,"0.00,0.11,0.00,0.00,0.00,0.00,0.19,0.42,0.80,0.53,0.34,0.03"
what ncaa basketball games are on tv today,50,75,0.80,0.06,52800000,Informational,"FAQ, People also ask, Site links","0.03,0.01,0.00,0.01,0.00,0.00,0.01,0.01,0.05,0.05,0.07,0.01"
what tv channel is duke basketball on tonight,50,60,0.55,0.01,108000000,Informational,"Featured snippet, People also ask, Site links, Twitter","0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07,0.07,1.00,0.28"
what tv channel is ncaa basketball on,50,55,1.22,0.02,8980000,Informational,"FAQ, Featured snippet, People also ask","0.22,0.06,0.06,0.00,0.06,0.06,0.00,0.06,0.06,0.06,0.22,0.22"
what tv channel is ncaa basketball on today,50,,1.29,0.04,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,1.00"
are there any basketball games on tv today,40,87,0.00,0.04,281000000,Informational,"Featured snippet, People also ask, Site links","0.18,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
are there any basketball games on tv tonight,40,79,1.09,0.05,61700000,Informational,"Featured snippet, Site links","0.18,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
how to watch gonzaga basketball on tv,40,46,0.94,0.23,3420000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video","0.00,1.00,0.27,0.27,0.27,0.18,0.18"
how to watch uconn women's basketball on tv,40,64,0.00,0.09,442000,Informational,"Featured snippet, People also ask, Reviews, Twitter, Video carousel, Video","0.00,0.27,0.27,0.27,0.27,1.00,1.00,0.27,0.27,0.18,0.18"
is arkansas basketball on tv tonight,40,58,0.00,0.00,2140000,Informational,"People also ask, Site links, Twitter","0.21,0.21,0.00,0.00,0.00,0.21,0.78,1.00,0.21,0.21,0.35,0.14"
is duke basketball on tv tonight,40,57,0.00,0.01,3950000,Informational,"People also ask, Site links","0.00,0.27,0.27,0.27,0.27,1.00,0.27,0.27,0.27,0.63,0.18"
is gonzaga basketball on tv tonight,40,48,0.00,0.04,3360000,Informational,People also ask,"0.00,0.00,0.00,0.27,0.00,1.00,0.36,1.00,0.27,0.18,0.18"
is iowa state basketball on tv tonight,40,48,0.00,0.00,2600000,Informational,"People also ask, Twitter","0.00,0.00,0.00,0.00,0.00,0.27,1.00,1.00,0.27,1.00,0.00"
is iu basketball on tv tonight,40,55,0.00,0.01,96,Informational,"People also ask, Site links, Twitter","0.00,0.00,0.17,0.17,0.17,1.00,0.17,0.23,0.17,0.29,0.11"
is ky basketball on tv tonight,40,61,0.00,0.05,152000000,Informational,People also ask,"0.00,0.17,0.00,0.17,0.17,1.00,0.17,0.17,0.17,0.11,0.00"
is lsu basketball on tv tonight,40,45,0.00,0.01,963000,Informational,"People also ask, Site links, Video","0.00,0.00,0.00,0.00,0.21,0.78,1.00,0.35,0.21,0.28,0.00"
is lsu women's basketball on tv today,40,50,0.00,0.01,98,Informational,"People also ask, Site links, Twitter, Video","0.40,1.00,0.80,0.40"
is michigan basketball on tv tonight,40,67,0.00,0.02,4270000,Informational,"People also ask, Site links, Twitter","0.00,0.09,0.00,0.00,0.09,0.09,0.34,0.34,0.09,0.09,0.06,0.00"
is nebraska basketball on tv tonight,40,53,0.00,0.00,2280000,Informational,"People also ask, Site links","0.17,0.17,0.00,0.00,0.17,0.17,1.00,0.41,0.23,0.41,0.11,0.11"
is osu basketball on tv tonight,40,57,0.00,0.00,566000,Informational,"People also ask, Site links","0.00,0.00,0.00,0.00,0.21,1.00,0.35,0.50,0.50,0.50,0.14"
is ou basketball on tv tonight,40,62,0.00,0.02,79800000,Informational,"People also ask, Site links","1.00,0.14,0.00,0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.09,0.00"
is tennessee basketball on tv tonight,40,54,0.00,0.01,26700000,Informational,People also ask,"1.00,0.14,0.00,0.00,0.14,0.14,0.33,0.33,0.14,0.14,0.09,0.09"
is the illini basketball game on tv tonight,40,49,0.00,0.03,5040000,Commercial,"People also ask, Site links","0.00,0.00,0.14,0.00,0.14,1.00,0.14,0.14,0.14,0.09,0.00"
is the iowa hawkeye basketball game on tv tonight,40,59,0.00,0.01,96,Informational,"FAQ, People also ask, Reviews, Site links","0.00,0.00,0.00,0.00,0.00,1.00,0.64,0.23,0.17,0.11,0.11"
is the iowa state men's basketball game on tv tonight,40,50,0.00,0.01,9350000,Informational,"People also ask, Site links","0.00,0.00,0.00,0.00,0.00,1.00,0.15,0.15,0.15,0.11,0.26,0.00"
is the iowa women's basketball game on tv,40,48,0.00,0.00,12000000,"Informational, Transactional","People also ask, Site links","0.00,0.00,0.27,0.00,0.00,0.27,0.63,0.81,1.00,0.45,0.00"
is the ku basketball game on tv,40,48,0.00,0.04,94,Informational,"Image pack, People also ask, Reviews, Site links","1.00,0.33,0.00,0.33,0.33,0.33,0.55,1.00,0.77,0.33,0.22,0.22"
is the nebraska women's basketball game on tv tonight,40,44,0.00,0.00,6110000,Informational,"Adwords bottom, People also ask, Site links, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.41,1.00,0.82,0.41,0.11,0.00"
is the unc basketball game on tv tonight,40,,0.00,0.01,,,,"0.00,0.11,0.00,0.00,0.11,0.11,0.15,0.42,0.42,0.11,0.07,0.07"
is the wisconsin badger basketball game on tv tonight,40,66,0.00,0.01,1640000,Commercial,"People also ask, Reviews","0.00,0.27,0.27,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.00"
is the wvu basketball game on tv today,40,51,0.00,0.04,81,Informational,"People also ask, Reviews, Site links","0.00,0.27,0.27,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.18"
is the wyoming basketball game on tv,40,31,0.00,0.02,6230000,Informational,People also ask,"0.33,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.23,0.23,0.09"
is there a basketball game on tv tonight,40,,0.00,0.02,,,,"0.36,0.36,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,1.00"
is there an nba basketball game on tv tonight,40,82,0.00,0.00,62400000,Informational,"Featured snippet, Reviews, Site links","1.00,0.17,0.17,0.17,0.00,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
is unc basketball game on tv tonight,40,67,0.00,0.01,97,Informational,"People also ask, Reviews, Video","0.00,0.02,0.00,0.00,0.02,0.02,0.08,0.08,0.08,0.02,0.01,0.01"
is villanova basketball on tv today,40,58,0.00,0.02,2080000,Informational,"People also ask, Video","0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.27,1.00,0.45,1.00,0.18"
is vt basketball game on tv,40,43,0.00,0.01,6640000,Informational,"People also ask, Site links, Video","0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.29,0.29,0.29,0.11"
is wvu basketball on tv tonight,40,49,0.00,0.00,86,Informational,"People also ask, Site links","0.00,0.00,0.00,0.00,0.27,1.00,1.00,0.27,0.27,0.18,0.00"
what tv channel is basketball on,40,69,3.07,0.02,0,Informational,"Carousel, FAQ, People also ask, Reviews, Site links, Video","1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what tv channel is the duke basketball game on tonight,40,,1.50,0.03,,,,"0.00,0.00,0.00,0.00,0.17,0.17,0.17,0.17,0.23,1.00,0.29"
are the wpial basketball championships on tv,30,,0.00,0.00,,,,"0.00,0.17,0.00,0.00,0.17,0.00,0.17,0.17,0.00,0.17,1.00,0.00"
are there any nba basketball games on tv today,30,,0.00,0.04,,,,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
are there any nba basketball games on tv tonight,30,,0.00,0.02,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
are there any ncaa basketball games on tv tonight,30,,0.00,0.04,,,,"0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,0.27,1.00,0.18"
how long are basketball games on tv,30,,0.00,0.00,,,,"0.09,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.36,0.27,0.18,0.18"
how long does a basketball game last on tv,30,,0.00,0.00,,,,"0.00,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how long is basketball game on tv,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to read a basketball scoreboard on tv,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
is basketball on tv tonight,30,,0.00,0.01,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
is baylor basketball on tv today,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.00,0.27,0.27,1.00,0.27,0.18,0.18"
is butler basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.80,0.11,0.11,0.11,0.11,0.07,0.07"
is duke basketball on tv today,30,,0.00,0.03,,,,"0.00,0.00,0.00,0.00,0.27,1.00,0.27,0.63,0.27,0.18,0.18"
is gopher basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.27,0.27,0.00,1.00,0.36,0.27,0.27,0.18,0.00"
is husker basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.42,0.00,0.42,0.42,0.42,0.71,0.42,0.42,0.42,0.28,0.28"
is illini basketball on tv today,30,,0.00,0.00,,,,"0.00,0.00,0.27,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.18"
is illinois basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.21,0.21,1.00,0.21,0.21,0.21,0.14,0.00"
is iowa basketball on tv today,30,,0.00,0.00,,,,"0.00,0.27,0.00,0.00,0.27,1.00,0.27,0.27,0.27,0.18,0.00"
is iowa men's basketball game on tv tonight,30,,0.00,0.00,,,,"0.20,1.00,0.60,0.60,0.60,0.00"
is iowa state men's basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.15,0.15,0.15,0.21,0.00"
is iowa women's basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.27,0.27,1.00,1.00,0.36,0.18"
is kentucky basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.21,1.00,0.35,0.28,0.21,0.14,0.00"
is lady vols basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.27,1.00,0.36,0.27,0.27,0.18,0.00"
is louisville basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.36,1.00,0.27,0.36,0.36,0.18,0.00"
is lsu basketball on tv today,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.33,0.33,0.44,1.00,0.55,1.00,0.22"
is lsu men's basketball on tv tonight,30,,0.00,0.00,,,,"0.75,1.00,0.50,0.50"
is mizzou basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.00,1.00,0.27,0.27,0.27,0.18,0.18"
is mizzou women's basketball on tv tonight,30,,0.00,0.00,,,,"0.81,0.27,0.00,0.00,0.27,0.27,0.27,0.27,1.00,0.27,0.18,0.00"
is murray state basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.45,0.45,1.00,0.00"
is nba basketball on tv tonight,30,,0.00,0.05,,,,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
is nebraska women's basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.21,0.00,0.21,0.21,0.21,0.28,1.00,0.14,0.00"
is notre dame women's basketball on tv today,30,,0.00,0.00,,,,"0.00,0.60,0.00,0.60,0.60,0.60,0.60,0.60,0.60,1.00,0.40"
is pitt basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.00,0.27,0.27,1.00,0.27,0.18,0.18"
is razorback basketball game on tv today,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.00,0.42,0.42,0.71,0.71,0.42,0.42,0.71,0.28"
is south carolina women's basketball on tv tonight,30,,0.00,0.01,,,,"0.00,0.00,0.00,0.27,0.27,0.27,0.27,1.00,0.27,0.18,0.18"
is su basketball on tv today,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.36,1.00,0.27,0.27,0.27,0.18,0.00"
is su basketball on tv tonight,30,,0.00,0.00,,,,"0.14,0.14,0.00,0.14,0.14,0.14,0.52,0.14,0.14,0.14,0.09,0.00"
is syracuse basketball on tv,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.00"
is texas tech basketball on tv,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.82,0.17,0.29,0.17,0.00"
is texas tech basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.27,0.00,0.00,0.00,0.00,0.27,0.27,1.00,0.81,0.36,0.18"
is the arkansas basketball game on tv,30,,0.00,0.00,,,,"0.11,0.11,0.00,0.11,0.00,0.11,0.11,0.19,0.15,0.19,0.26,0.07"
is the badger basketball game on tv today,30,,0.00,0.00,,,,"0.00,0.27,0.00,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.18"
is the badger basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.27,0.00,0.27,1.00,0.27,0.27,0.27,0.18,0.00"
is the basketball game on tv tonight,30,,0.00,0.01,,,,"0.45,0.45,0.27,0.00,0.00,0.27,0.27,0.27,1.00,0.45,0.27,0.27"
is the duke basketball game on tv tonight,30,,0.00,0.05,,,,"0.00,0.27,0.00,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.63,0.18"
is the husky basketball game on tv today,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
is the iowa men's basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.45,0.27,0.18,0.00"
is the iowa women's basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.63,1.00,0.18,0.00"
is the iu basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.21,0.21,0.21,1.00,0.21,0.21,0.21,0.14,0.14"
is the kentucky basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.00"
is the louisville basketball game on tv tonight,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
is the ohio state basketball game on tv tonight,30,,0.00,0.00,,,,"0.01,0.01,0.02,0.01,0.01,0.00,0.10,0.01,0.02,0.02,0.01,0.01"
is the pitt basketball game on tv today,30,,0.00,0.00,,,,"0.41,0.17,0.17,0.00,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
is the razorback basketball game on tv today,30,,0.00,0.01,,,,"0.17,0.17,0.00,0.17,0.00,0.17,0.29,0.41,0.17,0.17,0.17,0.11"
is the razorback basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,0.60,0.60,0.60,0.60,0.60,0.60,1.00,0.60,0.60,0.40,0.40"
is the syracuse basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,0.27,0.27,0.27,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.18"
is the uconn women's basketball game on tv,30,,0.00,0.05,,,,"0.01,0.01,0.02,0.01,0.00,0.01,0.06,0.02,0.02,0.02,0.01,0.01"
is the uk basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.18"
is there any basketball games on tv today,30,,0.76,0.05,,,,"0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.05,0.05"
is there any basketball on tv tonight,30,,0.00,0.05,,,,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
is there nba basketball on tv tonight,30,,0.00,0.06,,,,"0.11,0.11,0.15,0.11,0.00,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
is there ncaa basketball on tv tonight,30,,0.00,0.02,,,,"0.09,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
is ucla basketball on tv today,30,,0.00,0.00,,,,"0.00,0.00,0.27,0.27,0.27,1.00,0.27,0.27,0.27,0.27,0.18"
is uconn men's basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.27,0.27,0.00,0.27,1.00,0.27,0.27,0.27,0.18,0.18"
is unc basketball on tv today,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.41,0.11,0.11,0.11,0.11"
is uofl basketball game on tv tonight,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
is wisconsin basketball on tv tonight,30,,0.00,0.00,,,,"0.00,0.19,0.00,0.00,0.53,0.11,0.11,0.11,0.11,0.11,0.07,0.00"
what basketball games are on tv right now,30,,0.00,0.00,,,,"1.00,0.17,0.17,0.00,0.00,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what channel is basketball on direct tv,30,,0.00,0.00,,,,"0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
what channel is basketball on tv,30,,0.00,0.01,,,,"0.14,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.00,0.42"
what channel is basketball wives on pluto tv,30,,0.00,0.06,,,,"0.26,0.11,0.11,0.11,0.00,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what channel is ncaa basketball on direct tv,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,0.27,0.27,1.00,1.00"
what nba basketball games are on tv today,30,,0.00,0.01,,,,"0.42,0.42,0.42,0.00,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what nba basketball games are on tv tonight,30,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,1.00"
what tv channel is iu basketball on,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.00,0.27,0.27,1.00,0.27,1.00,0.18"
what tv channel is iu basketball on tonight,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.21,1.00,0.21,0.21,0.21,0.21,0.78,0.00"
what tv channel is michigan basketball on,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
what tv channel is michigan state basketball on,30,,0.00,0.00,,,,"0.00,0.80,1.00,0.40"
what tv channel is purdue basketball on today,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.27,0.45,1.00,1.00,0.18"
what tv channel is the basketball game on tonight,30,,0.00,0.01,,,,"1.00,0.17,0.17,0.00,0.00,0.17,0.17,0.17,0.00,0.00,0.11,0.29"
what tv channel is the iu basketball game on,30,,0.00,0.00,,,,"0.42,0.42,0.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
