Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
what is lebron james number in basketball,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what is steph curry's basketball number,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what is the best basketball jersey number,30,,0.00,0.00,,,,"0.11,0.00,0.44,0.11,1.00,0.11,0.33,0.33,0.33,0.33,0.22,0.22"
what is the best number in basketball,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what is the highest jersey number in basketball,30,,0.00,0.00,,,,"0.00,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
what was kobe bryant's basketball number,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what was michael jordan's basketball number,30,,0.00,0.00,,,,"0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.04"
what your basketball number says about you,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what's your number basketball scene,30,,0.00,0.00,,,,"0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03"
who is number 1 in basketball,30,,0.00,0.00,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
who is number 1 in ncaa women's basketball,30,,0.00,0.00,,,,"0.22,0.06,0.00,0.06,0.00,0.00,0.06,0.06,0.06,0.06,0.04,0.04"
who is number 1 in the ncaa basketball,30,,0.00,0.00,,,,"0.00,0.27,0.00,0.00,0.00,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
who is number 44 in basketball,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
who is number one in basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is ranked number one in basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.00"
who is the number 1 basketball player,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is the number 1 high school basketball team,30,,0.00,0.00,,,,"1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is the number 1 ranked high school basketball player,30,,0.00,0.00,,,,"0.27,0.27,0.36,0.00,0.00,0.00,0.00,0.36,0.63,0.63,1.00,0.00"
who is the number one basketball player,30,,0.00,0.00,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
who is the number one basketball player of all time,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
who is the number one basketball team,30,,0.00,0.00,,,,"0.77,0.33,0.33,0.00,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
who is the number one seed in ncaa basketball,30,,0.00,0.00,,,,"0.00,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
who wore number 5 for duke basketball,30,,0.00,0.00,,,,"0.20,0.40,0.40,1.00,0.60"
who's the number 1 basketball player,30,,0.00,0.00,,,,"0.28,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
why no number 6 in college basketball,30,,0.00,0.00,,,,1.00
has auburn basketball ever been ranked number 1,20,,0.00,0.00,,,,"1.00,0.00,0.00,0.00"
how tall is number 1 for michigan basketball,20,,0.00,0.00,,,,"1.00,0.00"
how tall is number 11 on arkansas basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,1.00,0.00"
how tall is number 33 on kansas basketball team,20,,0.00,0.00,,,,1.00
how to choose a jersey number basketball,20,,0.00,0.00,,,,"0.33,0.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
is the number of points scored during a basketball game,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,1.00,1.00,0.18"
what does number 1 seed mean in basketball,20,,0.00,0.00,,,,"0.09,0.14,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what is a number one seed in basketball,20,,0.00,0.00,,,,"0.33,0.33,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,0.22,0.22"
what is the best basketball number,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what jersey number should i wear basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.25,0.50,1.00,0.75,0.75,0.75,0.50,0.50"
what number is duke basketball ranked,20,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.66,0.66"
what number is michael jordan in basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what number should i be in basketball,20,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what number should i wear in basketball,20,,0.00,0.00,,,,"0.20,0.60,0.60,0.60,0.60,0.00,0.60,0.60,0.60,0.60,0.40,0.40"
what should my basketball jersey number be,20,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.66,0.00"
what your jersey number says about you basketball,20,,0.00,0.00,,,,"0.00,0.66,0.33,0.33,0.33,1.00,1.00,1.00,1.00,0.66,0.66"
who is number 1 in big 12 basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.66,0.00"
who is number 1 ncaa basketball,20,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is number 4 on ohio state basketball,20,,0.00,0.00,,,,"0.00,0.42,0.42,0.42,0.42,0.42,0.42,0.00,0.42,0.00,0.28,0.00"
who is number 8 in basketball,20,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05"
who is number one in ncaa basketball,20,,0.00,0.00,,,,"0.00,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
who is number one in the sec basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is number one in women's basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is ranked number one in college basketball,20,,0.00,0.00,,,,"0.05,0.05,0.00,0.00,0.00,0.00,0.11,0.00,0.01,0.06,0.15,0.00"
who is ranked number one in ncaa basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is ranked number one in ncaa men's basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is the number 1 basketball player in the world,20,,0.00,0.00,,,,"0.00,0.75,0.75,0.75,0.00,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
who is the number 1 prospect in high school basketball,20,,0.00,0.00,,,,"1.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.09"
who is the number 1 seed in ncaa basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.27,0.27,1.00,0.18"
who is the number 1 team in ncaa basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is the number one basketball team in the country,20,,0.00,0.00,,,,"0.00,0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
who is the number one ncaa basketball team,20,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is the number one seed in college basketball,20,,0.00,0.00,,,,"0.23,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is the number one team in ncaa basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
who should i take number 1 in fantasy basketball,20,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.66,0.66"
who wore number 1 for kansas basketball,20,,0.00,0.00,,,,1.00
who wore number 32 in basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
who wore number 8 in basketball,20,,0.00,0.00,,,,"1.00,0.18,0.09,0.00,0.00,0.00,0.00,0.00"
who's number one in the ncaa basketball,20,,0.00,0.00,,,,"0.00,0.27,0.00,0.00,0.00,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
who's ranked number one in college basketball,20,,0.00,0.00,,,,"0.27,0.27,0.00,0.00,0.00,0.00,0.27,0.27,0.45,0.36,0.63,0.00"
who's ranked number one in ncaa basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
why is there no number 6 in college basketball,20,,0.00,0.00,,,,1.00
has alabama basketball ever been ranked number 1,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00"
has alabama ever been number 1 in basketball,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00"
has auburn ever been number 1 in basketball,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00"
has iowa basketball ever been ranked number 1,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.00,0.00,0.00,0.00"
has purdue men's basketball ever been ranked number 1,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00"
how many number of players in basketball,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.66"
how many times has iu basketball been ranked number 1,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00"
how tall is number 11 for arkansas basketball,10,,0.00,0.00,,,,"1.00,0.00"
how tall is number 11 on the arkansas basketball team,10,,0.00,0.00,,,,"1.00,0.00"
is auburn basketball number 1,10,,0.00,0.00,,,,"1.00,1.00,0.00,0.00"
what basketball player was number 8,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
what basketball player wears number 8,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
what basketball player wehre number 40,10,,0.00,0.00,,,,1.00
what basketball player wore number 8,10,,0.00,0.00,,,,"1.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00"
what basketball players are number 8,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
what basketball players wore number 8,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
what channel number is basketball on,10,,0.00,0.02,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.66,0.66"
what college basketball team is ranked number 1,10,,0.00,0.00,,,,"0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
what famous basketball player wore number 34,10,,0.00,0.00,,,,"0.66,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
what famous basketball player wore number 8,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
what is number 4 in basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.66,0.66"
what is the best number for basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.66,0.66"
what is the number one basketball team,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.50"
what is the number one college basketball team,10,,0.00,0.00,,,,"0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
what number is lebron james in basketball,10,,0.00,0.13,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.66,0.66"
who has the number 1 recruiting class in college basketball,10,,0.00,0.00,,,,"0.81,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is ncaa basketball number 1,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.66,0.66"
who is number 1 high school basketball recruit,10,,0.00,0.00,,,,"1.00,1.00,0.00"
who is number 1 in ncaa men's basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is number 1 in the big ten basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.66,0.66"
who is number 1 in women's college basketball,10,,0.00,0.00,,,,"0.00,1.00,0.00"
who is number 1 on michigan basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
who is number 1 seed in college basketball,10,,0.00,0.00,,,,"0.03,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00"
who is number 10 on arkansas basketball,10,,0.00,0.00,,,,"1.00,0.00"
who is number 11 for arkansas basketball,10,,0.00,0.00,,,,"1.00,0.00"
who is number 11 on arkansas men's basketball team,10,,0.00,0.00,,,,"1.00,0.00"
who is number 15 for purdue basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.00,0.00"
who is number 2 in ncaa basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.66,0.00"
who is number 24 in basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is number 33 in basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00"
who is number 34 on the lakers basketball team,10,,0.00,0.00,,,,"1.00,0.75,0.75,0.00,0.00,0.00,0.00,0.75,0.75,0.00,0.00,0.00"
who is number one high school basketball player,10,,0.00,0.00,,,,"0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is number one in acc basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.66,0.66"
who is number one in college basketball right now,10,,0.00,0.00,,,,"0.41,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is ranked number 1 in college basketball,10,,0.00,0.00,,,,"0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00"
who is ranked number 1 in ncaa basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.66,0.00"
who is the number 1 basketball player in high school,10,,0.00,0.00,,,,"0.28,0.42,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00"
who is the number 1 college basketball player,10,,0.00,0.00,,,,"0.41,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is the number 1 ranked college basketball team,10,,0.00,0.00,,,,"0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is the number 1 recruit in high school basketball,10,,0.00,0.00,,,,"0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.14"
who is the number 1 seed in college basketball,10,,0.00,0.00,,,,"0.28,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is the number one basketball player in high school,10,,0.00,0.00,,,,"0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00"
who is the number one college basketball player,10,,0.00,0.00,,,,"1.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is the number one college basketball team,10,,0.00,0.00,,,,"0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00"
who is the number one overall seed in college basketball,10,,0.00,0.00,,,,"0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00"
who is the number one player in college basketball,10,,0.00,0.00,,,,"1.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is the number one player in high school basketball,10,,0.00,0.00,,,,"1.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is the number one ranked college basketball team,10,,0.00,0.00,,,,"1.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is the number one ranked high school basketball player,10,,0.00,0.00,,,,"1.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00"
who is the number one recruit in college basketball,10,,0.00,0.00,,,,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who is the number one team in college basketball,10,,0.00,0.00,,,,"0.06,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00"
who number one in college basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.33,1.00,0.00"
who should i draft number 1 in fantasy basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.66"
who the number 1 high school basketball player,10,,0.00,0.00,,,,"0.27,0.27,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00"
who to pick number 1 in fantasy basketball,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00"
who wears number 8 in basketball,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who wore number 4 in basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00"
who's number one in college basketball right now,10,,0.00,0.00,,,,"0.33,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00"
who's number one in men's college basketball,10,,0.00,0.00,,,,"1.00,1.00"
who's number one in ncaa men's basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00"
who's ranked number 1 in college basketball,10,,0.00,0.00,,,,"0.60,0.60,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,1.00,0.00"
who's the number 1 college basketball team,10,,0.00,0.00,,,,"1.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who's the number one team in college basketball,10,,0.00,0.00,,,,"0.28,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.00"
why can't you wear number 7 in basketball,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.33,1.00,1.00,1.00,0.00,0.00,0.00"
why is there no number 6 in basketball,10,,0.00,0.00,,,,1.00
will auburn basketball be number 1,10,,0.00,0.00,,,,"1.00,0.50,1.00,0.00"
will purdue basketball be number 1,10,,0.00,0.00,,,,"1.00,0.25,0.00,0.00,0.00,0.00"
a basketball coach is investigating whether the number of shots,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
a basketball with the number 3 on it,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
a good player in basketball that wahyers the number 7,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
a number spinning wheel online basketball,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
can 10 be a basketball number,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
can 17 be a basketball number,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
can 9 be a basketball number,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
can a basketball player have any number,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
can a basketball player wear the number 9,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
can a high school basketball player wear the number 9,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
can basketball players have the number 7,0,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
