Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
is arkansas basketball ranked,70,50,0.00,0.00,76,Informational,"Featured snippet, Image pack, People also ask","0.07,0.07,0.07,0.00,0.07,0.07,0.07,0.07,0.12,1.00,0.07,0.05"
is arkansas ranked in basketball,70,50,0.00,0.00,67,Informational,"Featured snippet, Image pack, People also ask, Video","0.07,0.07,0.00,0.00,0.07,0.07,0.07,0.07,0.12,1.00,0.10,0.05"
is unc ranked in basketball,70,61,0.00,0.00,80,Informational,"Featured snippet, Image pack, People also ask, Site links, Video","0.00,0.00,0.00,0.11,0.11,0.11,0.42,0.34,0.42,1.00,0.15"
what does bpi rank mean in basketball,70,48,0.00,0.00,87,Informational,"Featured snippet, People also ask, Reviews","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00"
what is alabama ranked in basketball,70,50,0.00,0.00,81,Informational,"Featured snippet, Image pack, People also ask, Video","0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.07,0.05,0.03,0.00"
what is auburn basketball ranked,70,64,0.00,0.00,75,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video carousel, Video","0.00,0.11,0.00,0.11,0.11,0.11,0.26,1.00,0.42,0.42,0.07"
what is fsu ranked in basketball,70,50,0.00,0.00,78,Informational,"Image pack, People also ask, Video","0.01,0.04,1.00,0.00,0.00,0.04,0.04,0.04,0.06,0.04,0.02,0.02"
what is gonzaga basketball ranked,70,70,0.00,0.00,86,Informational,"Featured snippet, Image pack, People also ask, Video carousel","0.09,0.09,0.09,0.00,0.09,0.09,0.34,0.34,0.34,0.34,0.34,0.06"
what is gonzaga's basketball ranking,70,64,0.00,0.00,74,Informational,"Featured snippet, Image pack, People also ask, Video","0.00,0.00,0.00,0.00,0.27,1.00,1.00,1.00,1.00,1.00,0.18"
what is illinois basketball ranking,70,58,0.00,0.00,91,Informational,"Featured snippet, Image pack, People also ask, Video","0.03,0.03,0.03,0.00,0.00,0.03,0.05,0.36,0.03,0.12,0.12,0.02"
what is iu basketball ranked,70,51,0.00,0.00,70,Informational,"Featured snippet, Image pack, People also ask, Video carousel","0.27,0.27,0.27,0.27,0.27,0.27,1.00,1.00,1.00,1.00,0.81,0.09"
what is iu ranked in basketball,70,46,0.00,0.00,62,Informational,"Featured snippet, Image pack, People also ask, Video","0.00,0.00,0.00,0.00,0.27,1.00,1.00,1.00,1.00,1.00,0.09"
what is kentucky ranked in basketball,70,64,0.00,0.00,60,Informational,"Featured snippet, Image pack, People also ask, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.43,1.00,0.43,0.43,0.00"
what is ncaa basketball rankings,70,100,0.00,0.00,86,Informational,"Image pack, Instant answer, People also ask, Video","0.00,0.00,0.00,0.11,0.00,0.11,0.42,0.42,0.65,0.80,1.00,0.11"
what is sos rank in college basketball,70,54,0.00,0.00,90,Informational,"Featured snippet, Image pack, People also ask, Video","1.00,0.00"
what is texas tech ranked in basketball,70,50,0.00,0.00,91,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.52,0.52,1.00,0.09"
what rank is gonzaga basketball,70,77,0.00,0.00,396000,Informational,"FAQ, Featured snippet, People also ask, Video","0.09,0.09,0.09,0.00,0.09,0.09,0.34,0.34,0.34,0.34,0.34,0.06"
how to get ranked in high school basketball,50,57,0.00,0.00,721000000,Informational,"Featured snippet, People also ask, Video carousel","1.00,0.33,0.44,0.55,0.77,0.55,0.77,0.55,0.44,0.55,0.44,0.22"
is iu basketball ranked,50,49,0.00,0.00,71,Informational,"Featured snippet, Image pack, People also ask, Video","0.00,0.00,0.27,0.27,0.27,1.00,1.00,1.00,0.27,0.18,0.18"
is michigan basketball ranked,50,55,0.00,0.00,96,Commercial,"Image pack, People also ask","0.00,0.00,0.27,0.27,0.27,0.27,1.00,0.63,1.00,0.45,0.18"
is unc basketball ranked,50,52,0.00,0.00,2150000,Informational,"Featured snippet, People also ask, Video","0.00,0.00,0.21,0.00,0.21,0.21,0.78,0.78,0.50,1.00,0.14"
what is alabama basketball ranked,50,48,0.00,0.00,6010000,Informational,"People also ask, Reviews, Video","0.00,0.09,0.09,0.09,0.09,0.09,0.09,0.34,0.53,0.34,0.06,0.06"
what is illini basketball ranked,50,,0.00,0.00,,,,"0.27,0.27,0.27,0.00,0.00,0.27,0.27,1.00,0.27,1.00,1.00,0.18"
what is illinois basketball ranked,50,54,0.00,0.00,89,Informational,"Featured snippet, Image pack, People also ask, Video","0.00,0.27,0.00,0.00,0.27,0.27,1.00,0.27,1.00,1.00,0.18"
what is kansas basketball ranked,50,70,0.00,0.00,79,Informational,"Featured snippet, Image pack, People also ask, Video","0.64,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what is kansas ranked in basketball,50,,0.00,0.00,,,,"0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.22,0.06,0.22,0.22"
what is ku basketball ranked,50,73,0.00,0.00,68,Informational,"Featured snippet, Image pack, People also ask, Video","0.00,0.00,0.00,0.27,0.00,0.27,1.00,1.00,1.00,1.00,1.00,0.18"
what is lsu basketball ranked,50,55,0.00,0.00,87,Informational,"Image pack, People also ask, Video","0.18,0.27,0.27,0.27,0.00,0.27,0.27,0.45,1.00,1.00,1.00,0.18"
what is michigan basketball ranked,50,51,0.00,0.00,78,Informational,"Image pack, People also ask","0.06,0.09,0.09,0.09,0.09,0.09,0.34,0.34,0.09,0.34,0.34,0.06"
what is michigan ranked in basketball,50,56,0.00,0.00,76,Informational,"Image pack, People also ask, Video","0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.02,0.08,0.08,0.01"
what is tennessee basketball ranked,50,51,0.00,0.00,80,Informational,"Featured snippet, Image pack, People also ask","0.78,0.21,0.00,0.00,0.21,0.21,0.21,0.35,0.28,0.78,0.78,0.14"
what is ucla ranked in basketball,50,52,0.00,0.00,83,Informational,"Featured snippet, Image pack, People also ask, Video","0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.01"
what is uk basketball ranked,50,54,0.00,0.00,74,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video","0.11,0.17,0.17,0.17,0.17,0.17,0.23,0.23,0.64,1.00,0.64,0.11"
what is uk ranked in basketball,50,56,0.00,0.00,74,Informational,"Featured snippet, Image pack, People also ask, Reviews","0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,1.00,1.00,0.18"
what is uofa ranked in basketball,50,51,0.00,0.00,56,Informational,"Featured snippet, Image pack, People also ask, Site links, Video","0.34,0.11,0.00,0.00,0.11,0.00,0.00,0.11,0.11,0.11,0.07,0.07"
what rank is arkansas basketball,50,55,0.00,0.00,82,Informational,"Featured snippet, Image pack, People also ask, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.00,0.43,0.00"
what rank is auburn basketball,50,50,0.00,0.00,90,Informational,"Featured snippet, Image pack, People also ask, Video","0.00,0.00,0.27,0.27,0.00,0.27,0.27,1.00,1.00,1.00,0.18"
what rank is kentucky basketball,50,55,0.00,0.00,83,Informational,"Image pack, People also ask, Video","0.06,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.34,0.65,0.34,0.06"
what rank is unc in basketball,50,49,0.00,0.00,86,Informational,"Image pack, People also ask, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.00,0.21,0.21,0.21,0.06"
when do ap basketball rankings come out,50,87,0.00,0.00,69,Informational,"Featured snippet, Image pack, People also ask, Twitter, Video","0.00,0.07,0.00,0.00,0.07,0.07,0.28,0.28,0.28,0.28,0.05,0.05"
when do ncaa basketball rankings update,50,87,0.00,0.00,90,Informational,"Image pack, People also ask, Video","0.00,0.06,0.06,0.00,0.06,0.06,0.22,0.22,0.22,0.43,0.04,0.04"
when do ncaa men's basketball rankings update,50,82,0.00,0.00,93,Informational,"Image pack, People also ask, Video","0.00,0.27,0.27,0.00,0.27,0.27,1.00,1.00,1.00,1.00,0.18,0.18"
when do new basketball rankings come out,50,86,0.00,0.00,94,Informational,"People also ask, Video","0.00,0.00,0.27,0.27,0.00,1.00,0.27,1.00,1.00,0.18,0.18"
when do new ncaa basketball rankings come out,50,89,0.00,0.00,72,Informational,"People also ask, Video","0.00,0.00,0.00,0.27,0.27,1.00,1.00,1.00,1.00,0.18,0.18"
has purdue basketball ever been ranked #1,40,55,0.00,0.00,67,Informational,"Featured snippet, People also ask, Video","1.00,0.81,0.00,0.00,0.00,0.00"
how to get ranked basketball,40,35,0.00,0.01,65100000,Informational,"Featured snippet, People also ask, Reviews, Video carousel","0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
is iowa basketball ranked,40,49,0.00,0.00,7940000,Informational,"Featured snippet, People also ask, Video","0.00,0.00,0.00,0.27,0.27,0.63,1.00,0.63,0.45,0.45,0.18"
is iowa state basketball ranked,40,53,0.00,0.00,79,Informational,"Featured snippet, Image pack, People also ask, Site links, Video","0.11,0.00,0.00,0.00,0.00,1.00,0.11,0.11,0.11,0.11,0.07,0.07"
what is illinois ranked in basketball,40,,0.00,0.00,,,,"0.00,0.27,0.27,0.27,0.27,0.27,1.00,0.27,0.27,1.00,0.18"
what is iowa basketball ranked,40,,0.00,0.00,,,,"0.18,0.27,0.27,0.27,0.27,0.27,0.45,1.00,0.27,0.27,0.18,0.00"
what is iowa ranked in basketball,40,,0.00,0.00,,,,"0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.04,0.00"
what is lsu ranked in basketball,40,,0.00,0.00,,,,"0.18,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.27,1.00,0.18"
what is net ranking in basketball,40,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.42,1.00,0.07"
what is north carolina ranked in basketball,40,,0.00,0.00,,,,"0.00,0.00,0.00,0.17,0.17,0.17,0.17,0.17,0.29,1.00,0.41"
what is purdue men's basketball ranked,40,,0.00,0.00,,,,"0.00,0.45,1.00,0.27,0.27,0.18,0.00"
what is rpi ranking in basketball,40,,0.00,0.00,,,,"0.00,0.00,0.27,0.27,0.27,0.27,0.27,1.00,1.00,0.18,0.18"
what is tennessee ranked in basketball,40,,0.00,0.00,,,,"0.17,0.17,0.00,0.17,0.17,0.17,0.17,0.17,0.17,0.64,0.64,0.11"
what is texas ranked in basketball,40,,0.00,0.00,,,,"1.00,0.17,0.17,0.17,0.00,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what is texas tech basketball ranked,40,,0.00,0.00,,,,"0.27,0.27,0.00,0.00,0.27,0.27,0.27,0.27,1.00,1.00,0.63,0.18"
what rank is wvu basketball,40,,0.00,0.00,,,,"0.10,0.06,0.06,0.00,0.06,0.06,0.06,0.22,0.06,0.06,0.04,0.04"
what time are ncaa basketball rankings released,40,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.11,0.11,1.00,0.11,0.11,0.11,0.07,0.07"
when do men's basketball rankings come out,40,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.27,0.18,0.18"
when do the ncaa basketball rankings come out,40,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.64,1.00,1.00,0.35,0.00"
where is duke ranked in basketball,40,,0.00,0.00,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.64,0.11"
a 10 basketball preseason rankings,30,,0.00,0.00,,,,"0.00,0.27,0.27,0.00,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.18"
de la salle basketball ranking,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
how are ncaa basketball rankings determined,30,,0.00,0.00,,,,"0.00,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
how are ncaa basketball teams ranked,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.00,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how do you get ranked in basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to be ranked in basketball,30,,0.00,0.00,,,,"0.18,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how to become a ranked basketball player,30,,0.00,0.09,,,,"0.33,0.33,0.55,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
how to become ranked in basketball,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to get nationally ranked in basketball,30,,0.00,0.00,,,,"1.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how to get ranked in aau basketball,30,,0.77,0.11,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to get ranked on espn basketball,30,,0.00,0.09,,,,"0.52,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
is duke ranked in basketball,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
is kentucky basketball ranked,30,,0.00,0.00,,,,"0.00,0.27,0.27,0.27,0.45,0.27,0.27,0.27,0.27,0.27,0.36,0.18"
is michigan state basketball ranked,30,,0.00,0.00,,,,"0.00,0.27,0.00,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.18"
is north carolina ranked in basketball,30,,0.00,0.00,,,,"0.00,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.27"
is notre dame basketball ranked,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.00,0.42,0.42,0.42,0.42,0.42,0.57,0.42,0.28"
is ohio state basketball ranked,30,,0.00,0.00,,,,"0.00,0.27,0.27,0.00,0.27,0.00,0.27,1.00,0.27,0.27,0.18,0.18"
is penn state basketball ranked,30,,0.00,0.00,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.00"
is purdue basketball ranked,30,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
is purdue ranked in basketball,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
is uconn men's basketball ranked,30,,0.00,0.00,,,,"0.63,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.00"
what are the basketball rankings,30,,0.00,0.00,,,,"0.66,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what is arizona basketball ranked,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.11,0.11,0.11,0.07,0.00"
what is arizona ranked in basketball,30,,0.00,0.00,,,,"0.00,0.27,0.27,0.00,0.00,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
what is bpi ranking in college basketball,30,,0.00,0.00,,,,"0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
what is byu basketball ranked,30,,0.00,0.00,,,,"0.00,0.27,0.00,0.00,0.27,1.00,0.27,0.27,0.27,0.18,0.18"
what is florida basketball ranked,30,,0.00,0.00,,,,"0.14,0.14,0.00,0.00,0.00,0.14,0.28,0.14,1.00,0.14,0.14,0.14"
what is fsu basketball ranked,30,,0.00,0.00,,,,"0.00,0.00,0.42,0.42,0.42,0.42,0.42,1.00,0.42,0.28,0.28"
what is indiana basketball ranked,30,,0.00,0.00,,,,"0.17,0.17,0.00,0.17,0.00,0.17,0.17,0.23,0.64,0.17,0.11,0.11"
what is iowa state ranked in basketball,30,,0.00,0.00,,,,"0.00,0.27,0.27,0.27,0.00,0.27,1.00,0.27,0.27,0.18,0.18"
what is kentucky men's basketball ranked,30,,0.00,0.00,,,,"0.27,0.00,0.00,0.27,0.27,0.81,0.27,0.27,0.27,0.27,0.18,0.18"
what is lsu women's basketball ranked,30,,0.00,0.00,,,,"0.28,1.00,0.71,0.57,0.00"
what is marquette basketball ranked,30,,0.00,0.00,,,,"0.00,0.60,0.00,0.60,0.60,0.60,0.60,0.60,1.00,0.40,0.40"
what is michigan state ranked in basketball,30,,0.00,0.00,,,,"0.00,0.00,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18,0.00"
what is msu basketball ranked,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what is north carolina basketball ranked,30,,0.00,0.00,,,,"0.18,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.27"
what is notre dame basketball ranked,30,,0.00,0.00,,,,"0.00,0.00,0.60,0.60,0.60,0.60,0.60,0.80,1.00,0.40,0.40"
what is ohio state basketball ranked,30,,0.00,0.00,,,,"0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.01"
what is ohio state ranked in basketball,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.27,0.00,0.27,1.00,0.27,0.27,0.18,0.18"
what is oregon ranked in basketball,30,,0.00,0.00,,,,"0.42,0.14,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what is syracuse basketball ranked,30,,0.00,0.00,,,,"0.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what is syracuse ranked in basketball,30,,0.00,0.00,,,,"0.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.06,0.06"
what is tcu ranked in basketball,30,,0.00,0.00,,,,"1.00,0.42,0.42,0.00,0.42,0.42,0.42,0.42,0.42,0.42,0.57,0.28"
what is ucla basketball ranked,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what is uconn ranked in basketball,30,,0.00,0.00,,,,"0.00,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14"
what is university of kentucky basketball ranked,30,,0.00,0.00,,,,"0.18,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what is villanova basketball ranked,30,,0.00,0.00,,,,"0.00,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
what is villanova ranked in basketball,30,,0.00,0.00,,,,"0.00,0.00,0.27,0.00,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
what is wvu basketball ranked,30,,0.00,0.00,,,,"0.07,0.07,0.07,0.00,0.07,0.07,0.07,0.28,0.07,0.07,0.05,0.05"
what rank is fsu basketball,30,,0.00,0.00,,,,"1.00,0.33,0.00,0.33,0.00,0.00,0.33,0.33,0.33,0.33,0.22,0.22"
what rank is louisville basketball,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what rank is ucla basketball,30,,0.00,0.00,,,,"0.80,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
what rank is unc basketball,30,,0.00,0.00,,,,"0.00,0.00,0.42,0.42,0.42,0.42,0.57,0.57,0.42,1.00,0.42"
when are ncaa basketball rankings released,30,,0.00,0.00,,,,"0.00,0.00,0.27,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.00"
when do ncaa men's basketball rankings come out,30,,0.00,0.00,,,,"0.00,0.27,0.27,0.00,0.27,1.00,0.27,0.27,0.27,0.18,0.00"
when do new ncaa basketball rankings,30,,0.00,0.00,,,,"0.28,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
when do the basketball rankings come out,30,,0.00,0.00,,,,"0.00,0.27,0.00,0.27,0.27,0.27,0.27,1.00,0.27,0.18,0.18"
where is arkansas basketball ranked,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.21,0.21,0.21,0.21,0.21,1.00,0.14,0.00"
where is iu basketball ranked,30,,0.00,0.00,,,,"0.17,0.17,0.17,0.00,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
where is kentucky basketball ranked,30,,0.00,0.00,,,,"0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.00,0.50,0.50"
where is unc ranked in basketball,30,,0.00,0.00,,,,"0.00,0.42,0.00,0.42,0.42,0.42,0.57,0.42,0.71,1.00,0.28"
who is ranked number one in basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.00"
who is the number 1 ranked high school basketball player,30,,0.00,0.00,,,,"0.27,0.27,0.36,0.00,0.00,0.00,0.00,0.36,0.63,0.63,1.00,0.00"
a 10 basketball rankings,20,,0.00,0.00,,,,"0.00,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.00"
a-10 basketball preseason rankings,20,,0.00,0.00,,,,"1.00,0.11,0.00,0.00,0.00,0.00"
a-10 preseason basketball rankings,20,,0.00,0.00,,,,"1.00,0.00,0.00,0.42,0.28,0.28"
has auburn basketball ever been ranked number 1,20,,0.00,0.00,,,,"1.00,0.00,0.00,0.00"
has purdue basketball ever been ranked 1,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.18"
how does ncaa basketball rankings work,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how is texas tech ranked in basketball,20,,0.00,0.00,,,,"1.00,0.00"
how ncaa basketball rankings work,20,,0.00,0.00,,,,"0.00,0.42,0.42,0.00,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how often are ncaa basketball rankings updated,20,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.66,0.66"
