Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
how old is mike krzyzewski duke's basketball coach,210,58,0.00,0.00,1220000,Informational,"Instant answer, Knowledge panel, People also ask, Site links, Video carousel","1.00,0.00"
what size basketball for 12 year old,210,45,0.00,0.00,130000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","0.35,0.00,0.29,0.18,0.06,0.66,1.00,0.81,0.10,0.35,0.81,0.81"
how old is duke basketball coach,170,49,1.00,0.00,0,Informational,"Carousel, Image pack, People also ask, Site links, Video carousel, Video","0.01,0.08,0.02,0.02,0.02,0.02,0.08,0.02,0.08,0.20,1.00,1.00"
what size basketball for 12 year old girl,140,48,0.00,0.00,54400000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Site links, Video","0.05,0.02,0.00,0.00,0.01,0.00,0.01,1.00,0.00,0.00,0.00,0.00"
what size basketball for 14 year old,140,50,0.00,0.00,55000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.15,0.04,1.00,0.05,0.54,0.09,0.19,0.29,0.04,0.00,0.02,0.06"
how old is miami basketball coach,110,50,0.00,0.00,59300000,Informational,"FAQ, Instant answer, Knowledge panel, People also ask, Site links, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,1.00,0.00"
how old is the miami hurricanes basketball coach,110,39,0.00,0.00,90,Informational,"Featured snippet, Knowledge panel, People also ask, Site links, Video","1.00,0.00"
how old is the professor basketball,110,19,0.00,0.00,37500000,Informational,"Instant answer, Knowledge panel, People also ask, Reviews, Site links, Video","0.00,1.00,0.80,0.00,0.00,0.00,0.52,1.00,0.66,1.00,0.52"
how old was sanaa lathan in love and basketball,110,32,0.00,0.00,195000,Informational,"Image pack, People also ask, Reviews, Site links, Video carousel, Video","0.12,0.34,0.34,0.53,0.53,0.34,0.28,0.53,0.53,0.43,0.28,0.28"
how old is jay wright villanova basketball coach,90,47,0.00,0.00,793000,Informational,"Featured snippet, People also ask, Site links, Video carousel","1.00,0.55"
how old is st peter's basketball coach,90,31,0.00,0.00,0,Informational,"Carousel, People also ask, Video","1.00,0.00"
how old is sue bird basketball player,90,45,0.00,0.00,3950000,Informational,"FAQ, Instant answer, Knowledge panel, People also ask, Site links, Twitter","1.00,0.00"
how old is williams on purdue basketball,90,43,0.00,0.00,3110000,Informational,"Instant answer, Knowledge panel, People also ask, Reviews, Site links, Video carousel","1.00,0.00"
how old was james naismith when he invented basketball,90,76,0.00,0.00,123000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video carousel","0.06,0.06,0.06,0.06,0.06,0.06,0.29,0.29,0.35,0.35,0.35,0.29"
how old was michael jordan when he retired from basketball,90,61,0.00,0.00,5910000,Informational,"FAQ, Featured snippet, People also ask, Site links, Video","0.00,0.53,0.15,0.15,0.03,0.00,0.11,0.65,0.53,0.65,1.00,0.53"
how to teach basketball to 7 year olds,90,44,0.00,0.14,284000000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video carousel","0.00,0.04,1.00,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02"
what size basketball for 8 year old girl,90,48,0.00,0.00,68400000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.03,0.03,0.00,0.00,0.00,1.00,0.05,0.05,0.01,0.00,0.00,0.02"
how old is coach k duke basketball coach,70,51,0.00,0.00,10300000,Informational,"Instant answer, Knowledge panel, People also ask, Site links, Video carousel","0.09,0.63,1.00,1.00"
how old is duffy from basketball wives,70,15,0.00,0.00,613000,Informational,"People also ask, Site links","0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
how old is north carolina's basketball coach,70,,0.00,0.00,,,,"0.00,1.00"
how old is syracuse basketball coach,70,47,0.00,0.00,8110000,Informational,"Instant answer, Knowledge panel, People also ask, Reviews, Site links, Video carousel, Video","0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.00,0.00"
how old is uconn women's basketball coach,70,50,0.00,0.00,4130000,Informational,"FAQ, Instant answer, Knowledge panel, People also ask, Site links, Video carousel, Video","0.03,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,0.03,0.39,0.32"
how old was michael jordan when he started playing basketball,70,75,0.00,0.00,67500000,Informational,"FAQ, Image pack, People also ask, Reviews, Site links, Video","0.43,0.07,0.07,0.10,0.07,0.07,0.07,0.07,0.28,0.35,0.28,0.23"
can i play college basketball at 25 years old,50,28,0.00,0.00,253000000,Informational,"Featured snippet, People also ask, Site links, Video","0.11,0.44,0.77,0.77,0.55,0.33,0.77,0.11,0.44,0.44,1.00,0.44"
how high is a basketball hoop for 12 year olds,50,44,0.00,0.72,753000,Informational,"Featured snippet, Image, People also ask, Reviews, Site links, Video","0.52,0.17,0.17,0.17,0.17,0.17,0.41,0.52,0.17,0.29,0.41,0.11"
how old are all the basketball players,50,53,0.00,0.00,4410000000,Informational,"Featured snippet, Image pack, People also ask, Site links, Video","0.80,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
how old do basketball players retire,50,37,0.00,0.00,6650000,Informational,"Featured snippet, People also ask, Site links, Video","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
how old do you have to be to play basketball,50,23,0.00,0.00,0,Informational,"Carousel, Featured snippet, People also ask, Site links, Video","0.00,0.21,0.21,0.21,1.00,0.21,0.78,0.21,0.78,0.21,0.14,0.14"
how old is caitlin clark basketball,50,50,0.00,0.00,926000,Informational,"Instant answer, Knowledge panel, People also ask, Site links, Twitter, Video carousel, Video","1.00,0.00"
how old is dukes basketball coach,50,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.81"
how old is eli ellis basketball,50,19,0.00,0.00,77,Informational,"Image pack, People also ask, Video","1.00,0.00"
how old is michigan state basketball coach,50,46,0.00,0.00,0,Informational,"Carousel, People also ask, Site links, Twitter, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.65,1.00,0.00"
how old is mike krzyzewski duke basketball coach,50,61,0.00,0.00,639000,Informational,"Instant answer, Knowledge panel, People also ask, Reviews, Site links, Video carousel, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.05,1.00,0.03"
how old is the miami basketball coach,50,51,0.00,0.00,77700000,"Informational, Transactional","FAQ, Image pack, Instant answer, Knowledge panel, People also ask, Site links, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02"
how old is the sport of basketball,50,58,0.00,0.00,207000000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links, Video","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
how old was gabrielle union in love and basketball,50,21,0.00,0.00,2050000,Informational,"Image pack, People also ask, Site links, Video","0.43,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.04"
how old was giannis when he started playing basketball,50,38,0.00,0.00,16600000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video","0.12,1.00,0.02,0.00,0.00,0.02,0.05,0.05,0.00,0.05,0.10"
what size basketball do 10 year olds use,50,49,0.00,1.00,6710000,Informational,"Featured snippet, Image, People also ask, Reviews","0.27,0.27,0.27,0.27,0.27,0.27,1.00,1.00,0.36,0.27,0.18,0.18"
what size basketball for a 10 year old,50,48,0.00,0.00,113000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","0.11,0.11,0.11,0.00,0.00,0.00,0.26,1.00,0.19,0.00,0.26,0.00"
what size basketball for a 12 year old,50,47,0.00,0.00,86400000,Informational,"Featured snippet, Image, People also ask, Reviews, Site links, Video","0.11,0.11,0.00,0.07,0.07,0.26,0.80,0.80,0.07,0.07,0.19,0.11"
what size basketball for a 7 year old,50,45,0.00,0.00,84800000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.52,0.17,0.17,0.17,0.00,0.29,0.52,0.52,0.17,0.11,0.17,0.00"
what to do with old basketballs,50,17,0.00,0.00,1160000000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video carousel","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
where can i watch old basketball games,50,57,2.04,0.07,251000000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Site links","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
are old basketball cards worth anything,40,44,0.90,0.43,14300000,Informational,"Image, People also ask, Reviews, Video carousel","0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.23,0.17"
how old can you be to play college basketball,40,50,0.00,0.00,346000000,Informational,"Featured snippet, People also ask, Site links, Video","0.06,0.06,0.02,0.02,0.00,0.04,0.10,0.00,0.14,0.10,0.29,0.22"
how old is basketball player michael jordan,40,69,0.00,0.00,37400000,"Informational, Transactional","FAQ, Instant answer, Knowledge panel, People also ask, Reviews, Site links, Video carousel","0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how old is coach k from duke basketball,40,51,0.00,0.00,9010000,Informational,"Instant answer, Knowledge panel, People also ask, Site links, Twitter","1.00,0.75"
how old is duke's basketball head coach,40,57,0.00,0.00,0,Informational,"Carousel, People also ask, Site links, Video","1.00,0.00"
how old is evelyn on basketball wives,40,36,0.00,0.00,851000,Informational,"Instant answer, Knowledge panel, People also ask, Site links, Twitter, Video","0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how old is florida state basketball coach,40,43,0.00,0.00,46700000,Informational,"Instant answer, Knowledge panel, People also ask, Site links, Video","0.53,0.07,0.07,0.00,0.00,0.07,0.07,0.07,0.07,0.07,0.05,0.00"
how old is gloria from basketball wives,40,23,0.00,0.00,868000,Informational,"Instant answer, Knowledge panel, People also ask, Reviews, Site links, Video","0.63,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how old is jackie christie from basketball wives,40,36,0.00,0.00,623000,Informational,"Instant answer, Knowledge panel, People also ask, Reviews, Video","0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.04"
how old is jackie from basketball wives,40,34,0.00,0.00,2990000,Informational,"Instant answer, Knowledge panel, People also ask, Reviews, Video","0.06,0.06,0.08,0.05,0.06,0.05,0.11,0.06,0.05,0.05,0.03,0.08"
how old is james harden basketball player,40,39,0.00,0.00,10100000,Informational,"FAQ, Instant answer, Knowledge panel, People also ask, Reviews, Site links, Video","0.36,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18,0.18"
how old is lsu women's basketball coach,40,50,0.00,0.00,5990000,Informational,"Instant answer, Knowledge panel, People also ask, Site links, Video","1.00,0.00"
how old is michael jordan the basketball player,40,69,0.00,0.00,27600000,Informational,"FAQ, Instant answer, Knowledge panel, People also ask, Reviews, Site links, Video","0.09,0.09,0.34,0.09,0.09,0.09,0.09,0.09,0.09,0.34,0.06,0.06"
how old is royce from basketball wives,40,17,0.00,0.00,640000,Informational,"Image pack, People also ask, Reviews, Site links, Video","1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how old is st peters basketball coach,40,39,0.00,0.00,0,Informational,"Carousel, Image pack, People also ask, Video","1.00,0.00"
how old is the arkansas basketball coach,40,50,0.00,0.00,88,"Informational, Transactional","Instant answer, Knowledge panel, People also ask, Site links, Video","1.00,0.00"
how old is the baylor women's basketball coach,40,55,0.00,0.00,4730000,Informational,"Instant answer, Knowledge panel, People also ask, Site links, Video","0.11,0.05,0.05,0.05,0.00,0.00,0.05,0.05,0.05,0.05,0.03,0.03"
how old is the coach of duke basketball,40,59,0.00,0.00,0,Informational,"Carousel, People also ask, Site links, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,1.00,0.43"
how old is the duke's basketball coach,40,,0.00,0.00,,,,1.00
how old is the oldest basketball player,40,52,0.00,0.00,18500000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video","0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.36,1.00,0.36"
how old is trey parker basketball player,40,20,0.00,0.00,98,Informational,"People also ask, Reviews","0.23,0.23,0.11,0.41,1.00"
how old was michael jordan when he first played basketball,40,64,0.00,0.00,34600000,Informational,"FAQ, Featured snippet, People also ask, Site links, Video","1.00,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14"
how old was omar epps in love and basketball,40,44,0.00,0.00,809000,Informational,"Image pack, People also ask, Reviews, Site links, Video","0.00,0.11,0.00,0.77,0.77,0.11,1.00,0.77,0.55,0.00,0.11"
how old was stephen curry when he started playing basketball,40,58,0.00,0.00,25400000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Site links, Video","0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how to teach basketball to 6 year olds,40,56,0.00,0.00,821000000,Informational,"Featured snippet, Image pack, People also ask, Site links, Video carousel","0.63,0.27,0.27,0.27,0.27,0.27,1.00,0.27,0.27,0.27,0.18,0.18"
what size basketball do 12 year olds use,40,,0.00,1.00,,,,"0.28,0.42,0.42,0.42,0.42,0.42,1.00,1.00,0.42,0.42,0.28,0.42"
what size basketball do 8 year olds use,40,,0.00,1.00,,,,"1.00,0.42,0.42,0.42,0.42,0.42,1.00,1.00,0.42,0.42,0.28,0.28"
what size basketball for a 6 year old,40,,0.00,0.00,,,,"0.41,0.17,0.00,0.11,0.23,0.00,0.82,1.00,0.00,0.05,0.00,0.23"
what size basketball hoop for 8 year old,40,,0.00,0.00,,,,"0.55,0.33,0.22,0.22,0.11,0.33,1.00,1.00,0.22,0.33,0.33,0.33"
where can i sell my old basketball cards,40,54,0.98,0.81,42700000,Informational,"Featured snippet, Image, People also ask, Reviews, Site links, Video carousel","0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
where to watch old basketball games,40,57,1.67,0.07,283000000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Site links","0.52,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
are my old basketball cards worth anything,30,,0.00,1.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
are old basketball cards worth money,30,,0.00,0.21,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
can 18 year olds play aau basketball,30,,0.00,0.02,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how high is the basketball hoop for 7 year olds,30,,0.00,0.87,,,,"0.41,0.17,0.17,0.17,0.17,0.23,0.17,0.17,0.17,0.17,0.11,0.11"
how high is the basketball hoop for 8 year olds,30,,0.00,0.85,,,,"1.00,0.42,0.42,0.42,0.42,0.42,0.57,0.42,0.42,0.42,0.28,0.28"
how much are my old basketball cards worth,30,,0.41,0.82,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
how much are old basketball cards worth,30,,0.70,0.50,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old are basketball players,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how old are the basketball wives,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old can you be to play aau basketball,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
how old do you have to be to ref basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how old do you have to be to referee basketball,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
how old duke basketball coach,30,,0.00,0.00,,,,1.00
how old for aau basketball,30,,0.00,0.00,,,,"0.28,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how old is basketball player lebron james,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old is baylor's women's basketball coach,30,,0.00,0.00,,,,"0.06,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.06,0.06"
how old is bill russell basketball player,30,,0.00,0.00,,,,"0.09,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.27,0.27,0.18,0.18"
how old is bobby knight basketball coach,30,,0.00,0.00,,,,"0.33,0.33,0.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
how old is brandi from basketball wives,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old is brooke bailey from basketball wives,30,,0.00,0.00,,,,"0.36,0.00,0.18,0.18,0.18,0.18,0.36,0.18,0.63,1.00,0.18,0.18"
how old is brooke from basketball wives,30,,0.00,0.00,,,,"0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
how old is draya from basketball wives,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
how old is evelyn from basketball wives,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
how old is jackie christie basketball wives,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
how old is james harden the basketball player,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how old is jennifer basketball wives,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how old is jennifer from basketball wives,30,,0.00,0.00,,,,"0.01,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03"
how old is jennifer williams basketball wives,30,,0.00,0.00,,,,"0.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.06,0.06"
how old is kareem abdul jabbar basketball player,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old is kareem abdul jabbar the basketball player,30,,0.00,0.00,,,,"0.77,0.33,0.33,0.33,0.33,0.33,0.00,0.33,0.33,0.33,0.22,0.22"
how old is kristen from basketball wives,30,,0.00,0.00,,,,"0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.04"
how old is kristen scott basketball,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old is laura from basketball wives,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.00,0.42,0.42,0.42,0.28,0.28"
how old is lebron james basketball player,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old is lebron james the basketball player,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old is magic johnson the basketball player,30,,0.00,0.00,,,,"0.14,0.14,0.23,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
how old is malaysia basketball wives,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old is malaysia from basketball wives,30,,0.00,0.00,,,,"0.21,0.12,0.09,0.09,0.06,0.06,0.09,0.09,0.09,0.09,0.06,0.06"
how old is malaysia on basketball wives,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
how old is og from basketball wives,30,,0.00,0.00,,,,"0.05,0.04,0.03,0.02,0.02,0.02,0.01,0.02,0.04,0.02,0.02,0.02"
how old is ralph sampson basketball player,30,,0.00,0.00,,,,"1.00,0.27,0.27,0.27,0.27,0.00,0.00,0.00,0.27,0.27,0.18,0.18"
how old is rick fox the basketball player,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
how old is shaq the basketball player,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how old is suzie from basketball wives,30,,0.00,0.00,,,,"0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
how old is tami basketball wives,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old is tami from basketball wives,30,,0.00,0.00,,,,"0.17,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.05,0.05"
how old is tami roman from basketball wives,30,,0.00,0.00,,,,"0.34,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
how old is tammy from basketball wives,30,,0.00,0.00,,,,"0.18,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how old is tammy on basketball wives,30,,0.00,0.00,,,,"0.14,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how old is the game of basketball,30,,0.00,0.00,,,,"0.20,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.60"
how old is the ncaa basketball tournament,30,,0.00,0.00,,,,"0.00,0.27,0.27,0.27,0.00,0.27,0.00,0.00,0.27,1.00,0.18"
how old to play aau basketball,30,,0.00,0.02,,,,"0.25,1.00,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.00,0.50,0.50"
how old to play basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how old was jordan when he started playing basketball,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old was kobe bryant when he started playing basketball,30,,0.00,0.00,,,,"0.40,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
how old was lebron james when he started playing basketball,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how old was lebron when he started playing basketball,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.22,0.22"
how old was magic johnson when he started playing basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old was michael jordan when he played basketball,30,,0.00,0.00,,,,"0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
how old was michael jordan when he started basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how old was michael jordan when he stopped playing basketball,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how old was steph curry when he started playing basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how old was the oldest basketball player,30,,0.00,0.00,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to dispose of old basketball hoop,30,,0.00,0.08,,,,"1.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how to get grip on old basketball shoes,30,,0.00,0.55,,,,"0.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how to get rid of old basketball hoop,30,,0.00,0.05,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
