Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
what size basketball for an 8 year old,590,50,0.00,0.00,78400000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Video","1.00,0.13,0.00,0.00,0.00"
what size is a men's basketball,590,58,0.00,0.92,96900000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video","0.48,0.48,0.48,0.48,0.39,0.59,0.88,1.00,0.72,0.59,0.88,0.88"
what size is a women's basketball,590,49,0.00,0.84,119000000,Informational,"FAQ, Featured snippet, People also ask, Reviews","0.36,0.36,0.36,0.30,0.30,0.45,0.76,1.00,0.55,0.45,0.55,0.45"
what size is men's basketball,590,60,0.00,0.92,83600000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video","0.20,0.30,0.67,0.36,0.20,0.45,1.00,0.76,0.67,0.45,0.67,0.10"
what size basketball,480,63,0.39,0.81,411000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Site links, Video","0.39,0.39,0.39,0.32,0.48,0.48,0.88,1.00,0.48,0.39,0.59,0.59"
what size basketball for 10 year olds,480,51,0.00,1.00,90500000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","0.10,0.13,0.16,0.16,0.24,0.67,0.76,1.00,0.55,0.45,0.45,0.30"
what size basketball for 6 year old,480,49,0.00,0.00,134000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Shopping ads, Video","0.59,0.32,0.21,0.21,0.26,0.59,1.00,0.88,0.39,0.26,0.32,0.26"
what size is a regulation basketball,480,54,0.41,1.00,0,Informational,"Carousel, Featured snippet, Image, Image pack, People also ask, Reviews, Site links","0.39,0.39,0.48,0.39,0.32,0.39,0.88,1.00,0.39,0.39,0.59,0.48"
what size is a womens basketball,480,49,0.00,0.84,123000000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video","0.06,0.06,0.06,0.36,0.05,0.45,1.00,1.00,0.45,0.45,0.55,0.45"
what is official basketball size,390,59,0.51,1.00,85800000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video","0.54,0.66,0.66,0.66,0.54,0.66,1.00,0.18,0.54,0.81,0.11,1.00"
what is the official size of a basketball,390,68,0.45,0.98,0,Informational,"Carousel, Featured snippet, Image pack, People also ask, Reviews","0.36,0.44,0.36,0.36,0.36,0.36,0.67,1.00,0.36,0.44,0.54,0.54"
what is the size of an nba basketball,390,45,0.52,0.81,90300000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Shopping ads, Site links, Video","1.00,1.00,0.05,0.05,0.05,0.05,0.06,0.06,0.04,0.06,0.10,0.05"
what size basketball for 5 year old,390,43,0.00,0.00,136000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","0.24,0.20,0.00,0.10,0.20,0.67,1.00,0.20,0.45,0.13,0.16,0.13"
what size is a girls basketball,390,50,0.00,0.00,135000000,Informational,"Featured snippet, Image pack, People also ask","0.29,0.05,0.36,0.29,0.54,0.36,1.00,0.81,0.81,0.36,0.44,0.36"
what is a size 7 basketball,320,48,0.00,0.72,345000000,Informational,"Featured snippet, Image, People also ask, Reviews, Video","0.23,0.23,0.29,0.29,0.23,0.36,0.54,1.00,0.54,0.54,0.66,0.66"
what is an official size basketball,320,58,0.51,1.00,69500000,Informational,"FAQ, Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.54,0.66,0.66,0.54,0.54,0.54,1.00,0.01,0.44,0.54,0.00,0.81"
what is the size of a backboard in basketball,320,56,0.64,1.00,4460000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Video","1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.03,0.04"
what is the size of a basketball court,320,66,1.52,0.11,111000000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video","0.66,0.66,0.44,0.54,0.44,0.54,0.54,0.54,0.54,0.54,0.66,0.54"
what size basketball does the nba use,320,45,0.52,1.00,86000000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links, Video","0.36,0.44,0.36,0.36,0.23,0.29,0.66,1.00,0.36,0.44,0.54,0.44"
what size basketball for women's,320,49,0.00,0.84,156000000,Informational,"FAQ, Featured snippet, Image, People also ask, Reviews","0.66,0.66,0.66,0.54,0.54,0.54,0.00,0.00,0.44,0.00,0.81,0.54"
what size is a basketball backboard,320,48,0.64,1.00,4120000,Informational,"FAQ, Featured snippet, Image, People also ask, Reviews, Video carousel","1.00,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.03,0.03,0.04"
what size is an official basketball,320,71,0.45,0.98,94500000,Informational,"FAQ, Featured snippet, Image, Image pack, People also ask, Reviews, Site links","0.44,0.66,0.66,0.54,0.44,0.44,1.00,0.28,0.66,0.11,0.15,1.00"
what is the official size basketball,260,68,0.45,0.98,0,Informational,"Carousel, FAQ, Featured snippet, Image, Image pack, People also ask, Reviews","0.54,0.66,0.66,0.54,0.44,0.44,1.00,0.03,0.54,0.00,0.01,1.00"
what is the official size of basketball,260,67,0.45,0.98,0,Informational,"Carousel, FAQ, Featured snippet, Image pack, People also ask, Reviews","0.54,0.66,0.66,0.54,0.54,0.44,1.00,0.00,0.54,0.00,0.00,0.81"
what is the size of a mens basketball,260,62,0.00,0.74,111000000,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews","0.00,0.03,0.03,0.03,0.04,0.59,0.00,0.04,0.72,0.02,0.88,1.00"
what is the size of an official basketball,260,67,0.45,0.98,0,Informational,"Carousel, FAQ, Featured snippet, Image, Image pack, People also ask, Reviews","0.54,0.66,0.54,0.54,0.54,0.54,1.00,0.03,0.44,0.03,0.06,0.81"
what size basketball do nba use,260,45,0.52,1.00,92500000,Informational,"Featured snippet, Image, People also ask, Reviews, Site links, Video","0.35,0.44,0.44,0.35,0.28,0.35,0.81,1.00,0.44,0.54,0.01,0.00"
what size basketball does high school use,260,39,0.00,0.00,135000000,Informational,"Featured snippet, People also ask, Reviews","1.00,0.02,0.00,0.02,0.02,0.04,0.08,0.08,0.00,0.02,0.00,0.02"
what size basketball for 11 year old,260,50,0.00,0.00,125000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","0.23,0.29,0.12,0.12,0.15,0.36,1.00,1.00,0.23,0.00,0.29,0.23"
what size basketball for 8 year olds,260,50,0.70,1.00,79600000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.01,0.00,0.81,1.00,0.81"
what size basketball for 9 year old,260,50,0.00,0.00,95800000,Informational,"Featured snippet, Image pack, People also ask, Reviews","0.23,0.23,0.00,0.04,0.12,0.44,1.00,0.54,0.23,0.15,0.15,0.04"
what size is a mens basketball,260,62,0.00,0.92,111000000,Informational,"Featured snippet, Image pack, People also ask, Reviews","0.04,0.03,0.17,0.14,0.03,0.59,0.21,0.09,0.72,0.21,1.00,1.00"
what is official nba basketball size,210,43,0.51,1.00,74000000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links, Video","0.65,0.65,0.81,0.53,0.53,0.00,0.81,1.00,0.43,0.43,0.65,0.00"
what is regulation size basketball hoop,210,52,0.77,1.00,4780000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Video","0.02,0.02,0.02,0.01,0.01,0.03,0.06,0.06,0.01,0.01,0.06,0.06"
what is size 7 basketball,210,47,0.00,0.72,274000000,Informational,"Featured snippet, People also ask, Reviews, Video","0.00,0.00,0.00,0.28,0.08,0.44,0.66,1.00,0.66,0.54,0.81,0.66"
what is the official size of an nba basketball,210,44,0.51,1.00,85200000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links, Video","0.65,0.65,0.65,0.53,0.53,0.03,0.81,1.00,0.43,0.43,0.65,0.00"
what is the official size of nba basketball,210,55,0.51,1.00,83600000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links, Video","0.65,0.65,0.81,0.53,0.53,0.03,0.81,1.00,0.43,0.43,0.65,0.06"
what is the size of a men's basketball,210,67,0.00,0.92,90500000,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews","0.81,0.81,0.81,0.81,0.66,0.03,0.00,0.18,0.00,0.00,0.00,0.00"
what is the size of an official nba basketball,210,54,0.51,1.00,176000000,Informational,"Featured snippet, Image pack, Reviews, Site links, Video","0.65,0.65,0.81,0.53,0.53,0.00,0.81,1.00,0.43,0.43,0.65,0.00"
what size basketball for 12 year old,210,45,0.00,0.00,130000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","0.35,0.00,0.29,0.18,0.06,0.66,1.00,0.81,0.10,0.35,0.81,0.81"
what size is a youth basketball,210,48,1.38,1.00,66100000,Informational,"Featured snippet, Image pack, People also ask, Reviews","1.00,0.03,0.04,0.04,0.07,0.14,0.39,0.48,0.21,0.11,0.14,0.11"
what size is the official nba basketball,210,44,0.51,1.00,83100000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video","0.80,0.80,1.00,0.65,0.65,0.00,1.00,1.00,0.53,0.53,0.80,0.19"
how big is a size 7 basketball,170,50,0.00,0.53,287000000,Informational,"Featured snippet, People also ask, Reviews, Video","0.15,0.34,0.34,0.34,0.43,0.43,0.81,1.00,0.81,0.53,0.53,0.53"
what is the size of a basketball backboard,170,48,0.64,1.00,4390000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Video","1.00,0.01,0.00,0.01,0.00,0.00,0.02,0.02,0.00,0.00,0.03,0.03"
what size basketball do high schoolers use,170,44,0.00,0.96,5050000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","1.00,0.03,0.10,0.10,0.10,0.12,0.23,0.36,0.07,0.12,0.10,0.12"
what size basketball does nba use,170,39,0.52,1.00,89300000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links, Video","0.00,0.00,0.35,0.35,0.22,0.35,0.81,1.00,0.43,0.43,0.54,0.54"
what size basketball for high school,170,39,0.00,0.00,0,Informational,"Carousel, Featured snippet, Image pack, People also ask, Reviews","0.44,0.44,0.09,0.12,0.09,0.15,0.54,1.00,0.29,0.00,0.00,0.00"
what size is a basketball,170,51,0.39,0.81,0,Informational,"Carousel, FAQ, Featured snippet, Reviews, Video","0.53,0.53,0.34,0.53,0.15,0.53,1.00,1.00,0.81,0.15,0.28,0.28"
what size is a full size basketball,170,65,0.00,1.00,404000000,Informational,"FAQ, Featured snippet, Image, Image pack, People also ask, Reviews","0.24,0.02,0.03,0.03,0.02,0.03,0.07,0.08,0.03,0.03,0.04,0.04"
what size is a standard basketball,170,66,0.41,1.00,0,Informational,"Carousel, FAQ, Featured snippet, Image pack, People also ask, Reviews","0.35,0.23,0.28,0.28,0.23,0.28,0.66,1.00,0.35,0.35,0.53,0.35"
what size is basketball backboard,170,46,0.93,1.00,4970000,Informational,"FAQ, Featured snippet, Image, People also ask, Reviews, Video carousel","1.00,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00"
what is the standard size basketball,140,63,0.41,1.00,62600000,Informational,"Featured snippet, Image pack, People also ask, Reviews","0.35,0.23,0.28,0.23,0.23,0.28,0.66,1.00,0.43,0.35,0.17,0.10"
what is the standard size of a basketball,140,56,0.41,1.00,0,Informational,"Carousel, Featured snippet, Image pack, People also ask, Reviews","0.29,0.18,0.22,0.22,0.18,0.18,0.54,1.00,0.29,0.29,0.02,0.08"
what is youth size basketball,140,48,1.38,1.00,49600000,Informational,"Featured snippet, People also ask, Reviews","1.00,0.03,0.05,0.04,0.07,0.11,0.00,0.00,0.17,0.11,0.00,0.00"
what size basketball for 12 year old girl,140,48,0.00,0.00,54400000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Site links, Video","0.05,0.02,0.00,0.00,0.01,0.00,0.01,1.00,0.00,0.00,0.00,0.00"
what size basketball for 14 year old,140,50,0.00,0.00,55000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.15,0.04,1.00,0.05,0.54,0.09,0.19,0.29,0.04,0.00,0.02,0.06"
what size basketball for middle school,140,49,0.00,0.00,54500000,Informational,"Featured snippet, Image pack, People also ask, Reviews","0.04,0.04,0.05,0.06,0.06,0.23,0.66,1.00,0.09,0.04,0.00,0.09"
what size basketball for youth,140,48,1.38,1.00,62800000,Informational,"Featured snippet, Image pack, People also ask, Reviews","0.36,0.01,0.03,0.02,0.04,0.06,0.03,0.02,0.10,0.06,0.01,0.00"
what size is a basketball court,140,66,1.29,0.18,0,Informational,"Carousel, Featured snippet, Image pack, People also ask, Site links, Video","0.52,0.52,0.66,0.23,0.23,0.52,0.66,0.66,0.80,0.80,1.00,0.80"
what is regulation size basketball,110,51,0.41,1.00,8880000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links","0.34,0.34,0.26,0.34,0.26,0.26,0.53,1.00,0.34,0.26,0.53,0.42"
what is the official nba basketball size,110,44,0.51,1.00,75200000,Informational,"FAQ, Featured snippet, Reviews, Site links, Video","0.00,0.00,0.00,0.53,0.00,0.53,0.81,1.00,0.43,0.53,0.65,0.65"
what size backboard for basketball,110,50,0.64,1.00,5010000,Informational,"FAQ, Featured snippet, Image, Image pack, People also ask, Reviews, Video","1.00,0.03,0.15,0.11,0.03,0.26,0.65,0.42,0.11,0.26,0.42,0.53"
what size is a regulation basketball hoop,110,49,0.77,1.00,5950000,Informational,"FAQ, Featured snippet, People also ask, Reviews","0.07,0.03,0.03,0.03,0.00,0.00,0.02,0.02,0.00,0.01,0.01,0.02"
what size is mens basketball,110,,0.00,0.74,,,,"0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.11,0.04,0.05,0.07,1.00"
what size is women's basketball,110,48,0.00,0.69,97600000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video","0.34,0.34,0.19,0.26,0.26,0.42,1.00,1.00,0.34,0.34,0.65,0.34"
what the official nba basketball size,110,51,0.51,1.00,89000000,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Site links, Video","0.11,0.11,0.15,0.11,0.11,0.11,1.00,1.00,0.53,0.53,0.80,0.00"
are all basketball courts the same size,90,60,0.00,0.03,23700000,Informational,"Featured snippet, People also ask, Video","0.23,0.07,0.07,0.07,0.07,0.07,0.28,0.28,0.28,0.43,0.35,0.02"
what is a size 6 basketball,90,53,0.00,0.84,288000000,Informational,"Featured snippet, People also ask, Reviews, Video","0.14,0.14,0.14,0.14,0.14,0.23,0.80,1.00,0.80,0.23,0.42,0.52"
what is the size of a basketball,90,50,0.39,0.81,0,Informational,"Carousel, Featured snippet, People also ask, Reviews, Site links, Video","0.34,0.34,0.07,0.15,0.53,0.19,0.34,0.53,0.26,0.42,0.53,1.00"
what is the size of a women's basketball,90,43,0.00,0.28,109000000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video","0.05,0.23,0.12,0.17,0.12,0.12,0.35,0.28,0.07,0.12,0.12,0.05"
what size basketball for 8 year old girl,90,48,0.00,0.00,68400000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.03,0.03,0.00,0.00,0.00,1.00,0.05,0.05,0.01,0.00,0.00,0.02"
what size basketball jersey should i buy,90,28,0.00,0.86,69800000,Informational,"FAQ, Image, People also ask, Site links, Video","0.78,1.00,0.78,0.28,0.50,0.50,1.00,0.78,0.50,0.50,0.64,0.50"
what size is a high school basketball,90,48,0.00,0.00,0,Informational,"Carousel, Featured snippet, Image pack, People also ask, Reviews","0.43,0.35,0.12,0.17,0.00,0.05,0.43,0.66,0.28,0.00,0.00,0.28"
what size is a normal basketball,90,65,0.00,1.00,0,Informational,"Carousel, FAQ, Featured snippet, Image pack, People also ask, Reviews, Site links","0.12,0.12,0.07,0.28,0.07,0.12,0.35,0.43,0.07,0.28,0.28,0.23"
what size is a regular basketball,90,65,0.34,0.97,0,Informational,"Carousel, FAQ, Featured snippet, Image pack, Reviews, Video","0.07,0.42,0.42,0.15,0.11,0.11,0.53,1.00,0.42,0.34,0.53,0.53"
what's the size of a basketball court,90,68,0.00,0.47,91000000,Informational,"Featured snippet, People also ask, Site links, Video","0.63,0.81,0.63,0.45,0.45,0.63,0.63,0.81,0.81,1.00,1.00,0.81"
how big is a full size basketball,70,68,0.00,0.43,234000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Site links, Video","0.09,0.14,0.14,0.23,0.23,0.14,1.00,0.52,0.23,0.23,0.52,0.52"
how big is a size 6 basketball,70,51,0.00,0.65,314000000,Informational,"Featured snippet, People also ask, Reviews","0.26,0.11,0.11,0.11,0.11,0.11,0.42,0.42,0.42,0.11,0.07,0.07"
is a size 7 basketball 29.5,70,49,0.00,0.65,4600000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Video","0.17,0.17,0.17,0.29,0.41,0.17,0.17,1.00,0.64,0.64,1.00,1.00"
is size 7 basketball men's,70,50,0.00,0.98,68100000,Informational,"Featured snippet, Image, People also ask, Reviews","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.33,0.42,0.14,0.52,0.09"
what is a full size basketball,70,65,0.00,0.89,269000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","0.14,0.21,0.78,0.21,0.28,0.50,1.00,1.00,0.50,0.50,0.64,0.64"
what is a regulation size basketball,70,41,0.41,1.00,6990000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Shopping ads, Site links","0.29,0.29,0.00,0.11,0.29,0.41,1.00,0.64,0.41,0.05,0.64,0.64"
what is size 7 in basketball,70,45,0.00,0.53,271000000,Informational,"Featured snippet, People also ask, Reviews, Video carousel","1.00,0.14,0.14,0.14,0.14,0.14,0.23,0.33,0.14,0.14,0.09,0.09"
what is the size of basketball backboard,70,41,0.64,1.00,4900000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Video carousel","0.54,0.06,0.00,0.00,0.00,0.00,0.04,0.22,0.00,0.14,0.22,0.29"
what size backboard for basketball hoop,70,48,0.00,1.00,3780000,Informational,"FAQ, Featured snippet, Image, People also ask, Reviews, Video","0.53,0.09,0.09,0.09,0.09,0.09,0.12,0.09,0.09,0.09,0.06,0.06"
what size basketball do 6th graders use,70,48,0.00,0.56,1340000,Informational,"Featured snippet, Image, People also ask","0.17,0.17,0.17,0.17,0.29,0.82,1.00,0.64,0.17,0.17,0.17,0.11"
what size basketball do nba players use,70,34,0.00,1.00,37300000,Informational,"Featured snippet, Image, People also ask, Reviews, Video","0.17,0.17,0.41,0.29,0.17,0.29,0.64,0.64,0.29,0.41,0.64,0.64"
what size basketball does middle school use,70,41,0.00,0.00,48600000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","0.33,0.14,0.04,0.00,0.19,0.52,1.00,1.00,0.33,0.00,0.00,0.00"
what size basketball for 7th grade,70,48,0.00,0.00,7530000,Informational,"Featured snippet, Image, Image pack, People also ask","0.33,0.14,0.19,0.19,0.14,0.52,0.66,0.66,0.33,0.14,0.19,0.14"
what size basketball is used in the nba,70,43,0.00,0.98,81000000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links, Video","0.27,0.27,0.27,0.27,0.36,0.45,1.00,1.00,0.63,0.63,1.00,0.81"
what size is a game basketball,70,60,0.00,1.00,167000000,Informational,"Featured snippet, Image, People also ask, Reviews, Site links","0.14,0.23,0.23,1.00,1.00,0.14,0.14,0.14,0.19,0.14,0.09,0.09"
what size is a regulation basketball backboard,70,49,0.41,1.00,5620000,Informational,"FAQ, Image, Image pack, People also ask, Reviews, Video","0.33,0.23,0.14,0.14,0.14,0.14,1.00,0.66,0.23,0.42,0.42,0.33"
what size is a size 7 basketball,70,43,0.00,0.65,330000000,Informational,"Featured snippet, People also ask, Reviews, Video","0.80,0.14,0.14,0.14,0.19,0.14,0.66,0.66,0.14,0.52,0.52,0.52"
what size is full size basketball,70,65,0.00,1.00,2240000000,Informational,"FAQ, Featured snippet, Image, Image pack, People also ask, Reviews","0.14,0.00,0.00,0.42,0.00,0.33,0.80,1.00,0.42,0.33,0.66,0.80"
what's the normal size of a basketball,70,64,0.00,1.00,0,Informational,"Carousel, Featured snippet, Image pack, People also ask, Reviews","1.00,0.42,0.34,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
are basketball courts different sizes,50,64,0.00,0.00,95400000,Informational,"Featured snippet, People also ask, Site links, Video","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.19,0.09"
how big is a regular size basketball,50,66,0.00,0.70,259000000,Informational,"FAQ, Featured snippet, Image, Image pack, People also ask, Reviews, Site links","0.23,0.11,0.41,0.11,0.82,0.64,0.11,0.11,1.00,0.11,0.11,0.11"
how big is a size 3 basketball,50,47,0.00,0.99,357000000,Informational,"FAQ, Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.01,0.01,0.04,0.00"
how big is a size 5 basketball,50,57,0.00,0.72,303000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","1.00,0.27,0.36,0.27,0.27,0.27,0.63,1.00,0.45,0.27,0.18,0.27"
how big is size 5 basketball,50,51,0.00,1.00,322000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Site links","1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
is size 7 basketball 29.5,50,49,0.00,0.89,4910000,Informational,"Featured snippet, Image, People also ask, Reviews, Site links, Video","0.21,0.21,0.21,0.21,0.21,1.00,0.21,0.78,0.35,0.21,0.14,0.14"
is size 7 basketball official,50,50,0.00,0.75,284000000,Informational,"Featured snippet, Image, People also ask, Reviews, Video","0.33,0.14,0.52,0.52,0.14,0.14,0.23,0.14,0.14,0.14,0.09,0.09"
is size 7 basketball regulation,50,47,0.00,0.46,160000000,Informational,"Featured snippet, Image, People also ask, Reviews, Site links","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.22,0.04"
what are the different basketball sizes,50,55,0.00,0.62,168000000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video","0.81,0.27,0.27,0.27,0.27,0.27,1.00,1.00,0.27,0.27,0.18,0.18"
what are the different sizes of basketballs,50,56,0.00,0.62,0,Informational,"Carousel, Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.27,0.27,0.27,0.27,0.27,0.36,1.00,1.00,0.45,0.27,0.18,0.18"
what basketball jersey size should i get,50,29,0.00,0.62,97,Informational,"FAQ, Image, People also ask, Reviews, Site links, Video","1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what is a full size basketball hoop,50,51,0.00,0.98,106000000,Informational,"FAQ, Featured snippet, Image, People also ask, Reviews, Video","0.52,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what is a nba size basketball,50,39,0.00,0.68,95500000,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Video","1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.23,0.17"
what is a normal size basketball,50,,0.00,0.99,,,,"0.36,0.27,0.27,0.27,0.27,0.27,0.63,1.00,0.27,0.36,0.18,1.00"
what is a regular size basketball hoop,50,48,0.00,0.91,105000000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Video","0.42,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what is a standard size basketball,50,65,0.00,1.00,60500000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews","0.11,0.17,0.17,0.17,0.17,0.17,0.64,1.00,0.29,0.23,0.41,0.29"
what is a youth size basketball,50,46,0.00,1.00,52500000,Informational,"Featured snippet, Image pack, People also ask, Reviews","0.34,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what is an adult size basketball,50,54,0.00,0.90,110000000,Informational,"Featured snippet, Image, People also ask, Reviews, Video","1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what is full size basketball,50,65,0.00,0.85,217000000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.15,0.07"
what is standard basketball size,50,65,0.00,1.00,71300000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Site links","0.81,0.27,0.27,0.27,0.27,0.27,1.00,1.00,0.36,0.45,0.45,0.45"
what is the height of a full size basketball hoop,50,41,0.00,1.00,68500000,Informational,"FAQ, Featured snippet, Image, Image pack, Reviews, Site links, Video","1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what is the official basketball size,50,66,0.45,0.98,0,Informational,"Carousel, Featured snippet, Image, Image pack, People also ask, Reviews, Video","0.00,0.00,0.00,0.35,0.35,0.50,0.78,1.00,0.50,0.21,0.50,0.78"
