Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
is hitting the hand a foul in basketball,210,26,0.00,0.00,2190000,Informational,"Featured snippet, People also ask, Site links, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00"
how many fouls can you get in college basketball,170,48,0.00,0.00,3290000,Informational,"Featured snippet, People also ask, Site links, Video","0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.20"
what is a personal foul in basketball,170,52,0.00,0.00,7320000,Informational,"Knowledge panel, People also ask, Reviews, Site links, Video","0.65,0.43,0.53,0.21,0.43,0.43,0.65,0.65,0.65,0.53,0.65,0.28"
how many fouls basketball,140,45,0.00,0.00,0,Informational,"Carousel, Featured snippet, People also ask, Site links, Video carousel","0.37,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01"
how many fouls to foul out in basketball,140,37,0.00,0.00,2690000,Informational,"Featured snippet, People also ask, Site links, Video","0.26,0.42,0.34,0.11,0.19,0.80,0.42,0.65,0.80,0.53,0.53,0.65"
what is a flagrant foul in basketball,140,32,0.00,0.00,1050000,Informational,"Featured snippet, People also ask, Site links, Video carousel","0.65,0.65,0.34,0.09,0.06,0.21,0.53,0.34,0.53,0.53,0.81,0.53"
how do fouls work in basketball,110,57,0.00,0.00,4110000,Informational,"Featured snippet, People also ask, Site links, Video carousel, Video","0.26,0.53,0.65,0.11,0.11,0.11,0.34,0.34,0.53,0.53,1.00,0.65"
how many fouls are allowed in basketball,110,58,0.00,0.00,10100000,Informational,"Featured snippet, People also ask, Site links, Video","0.43,0.53,0.81,0.09,0.06,0.12,0.34,0.43,0.34,0.28,0.34,0.65"
what are fouls in basketball,110,66,0.00,0.00,15700000,Informational,"Featured snippet, Image pack, People also ask, Site links, Video carousel","0.00,0.00,0.00,0.00,1.00,0.01,0.36,0.09,0.04,0.09,0.05,0.36"
what is a flagrant 2 foul in college basketball,110,38,0.00,0.00,219000,Informational,"Featured snippet, Image pack, People also ask, Site links, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,1.00,0.00"
what is technical foul in basketball,110,48,0.00,0.00,5220000,Informational,"FAQ, Knowledge panel, People also ask, Reviews, Site links, Video carousel, Video","0.42,0.42,0.19,0.11,0.11,0.34,0.42,0.53,0.53,0.80,0.26,0.15"
how far is the foul line in basketball,90,45,0.00,0.00,8310000,Informational,"Featured snippet, Image pack, People also ask, Site links, Video","0.09,0.52,0.52,0.14,0.14,0.66,0.80,1.00,0.52,0.23,0.23,0.52"
how many fouls do you get in basketball,90,42,0.00,0.00,13100000,Informational,"Featured snippet, People also ask, Site links, Video carousel","0.12,0.03,0.12,0.03,0.03,0.03,0.12,0.12,0.12,0.10,0.10,0.15"
how many fouls for bonus in college basketball,90,36,0.00,0.00,573000,Informational,"Featured snippet, People also ask, Site links, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,1.00,0.28"
what is a clear path foul in basketball,90,28,0.00,0.00,66,Informational,"Featured snippet, Image pack, People also ask, Site links, Video carousel, Video","0.09,0.09,0.81,0.09,0.09,0.09,0.09,0.09,0.34,0.34,0.65,0.21"
what is considered a foul in basketball,90,65,0.00,0.00,14300000,Informational,"Featured snippet, People also ask, Site links, Video carousel","0.02,0.28,0.28,0.07,0.07,0.17,0.43,0.28,0.28,0.23,0.28,0.07"
what is flagrant foul in basketball,90,33,0.00,0.00,1550000,Informational,"Featured snippet, People also ask, Site links, Video carousel, Video","1.00,0.64,0.17,0.17,0.17,0.17,0.17,0.64,0.64,0.41,0.64,0.64"
a basketball player has made 80 of his foul shots,70,7,0.00,0.00,6270000,Informational,"Reviews, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.09,0.02,0.02"
how many fouls college basketball,70,47,0.00,0.00,4170000,Informational,"Featured snippet, People also ask, Video","0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.28"
how many fouls for double bonus in college basketball,70,28,0.00,0.00,452000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video","0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.53,0.00,0.53,0.00"
how many fouls in olympic basketball,70,53,0.00,0.00,1600000,Informational,"Featured snippet, People also ask, Reviews, Site links","0.09,0.09,0.65,1.00,0.09,0.09,0.09,0.00,0.09,0.09,0.06,0.06"
how many types of fouls are there in basketball,70,56,0.00,0.00,792000,Informational,"Featured snippet, People also ask, Site links, Video carousel","0.43,0.21,0.09,0.06,0.12,0.15,0.65,0.12,0.34,0.21,0.06,0.06"
is traveling a foul in basketball,70,40,0.00,0.00,5810000,Informational,"Featured snippet, People also ask, Site links, Video carousel","0.66,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.10,0.07"
what are the 5 fouls in basketball,70,55,0.00,0.00,20500000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video carousel","0.23,0.41,0.00,0.00,0.05,1.00,0.41,0.52,0.41,0.64,0.64"
what is a basketball foul,70,61,0.00,0.00,23700000,Informational,"Knowledge panel, People also ask, Site links, Video carousel","0.09,0.12,0.21,0.06,0.21,0.00,0.09,0.15,0.12,0.81,1.00,0.03"
how many fouls allowed in nba basketball,50,47,0.00,0.00,13300000,Informational,"Featured snippet, People also ask, Site links, Video","1.00,0.14,0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
how many fouls can you have in basketball,50,47,0.00,0.00,9740000,Informational,"Featured snippet, People also ask, Site links, Video","0.64,0.17,0.64,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.64"
how many fouls in college basketball before bonus,50,35,0.00,0.00,1020000,Informational,"Featured snippet, People also ask, Site links, Video","0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.34,1.00,0.00"
how many fouls in ncaa basketball,50,47,0.00,0.00,3070000,Informational,"Featured snippet, People also ask, Site links, Video","0.05,0.07,0.07,0.07,0.07,0.07,0.12,0.07,0.17,0.12,0.66,1.00"
how many personal fouls in basketball,50,45,0.00,0.00,3550000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video carousel","0.00,0.34,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.34,0.34"
how many team fouls in basketball,50,46,0.00,0.00,12100000,Informational,"Featured snippet, People also ask, Site links, Video","0.63,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.36,0.18,0.18"
how to draw a foul in basketball,50,35,0.00,0.00,6750000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links, Video carousel, Video","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.52,0.14,0.09,0.09"
what are the types of fouls in basketball,50,63,0.00,0.00,1200000,Informational,"Featured snippet, People also ask, Site links, Video carousel","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what causes a foul in basketball,50,63,0.00,0.00,1040000,Informational,"Featured snippet, People also ask, Site links, Video carousel","0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what constitutes a foul in basketball,50,67,0.00,0.00,17500000,Informational,"Featured snippet, People also ask, Site links, Video carousel","0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,1.00,1.00"
what is a charging foul in basketball,50,29,0.00,0.00,4060000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video carousel, Video","0.14,0.06,0.06,0.06,0.06,0.06,0.06,0.14,0.14,0.18,0.22,0.18"
what is charging foul in basketball,50,29,0.00,0.00,3610000,Informational,"Featured snippet, People also ask, Reviews, Video carousel, Video","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what's a technical foul in basketball,50,49,0.00,0.00,4820000,Informational,"FAQ, Featured snippet, People also ask, Site links, Video carousel","0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.10,0.06,0.01"
how far is the foul line from the basketball hoop,40,51,0.00,0.00,5790000,Informational,"Featured snippet, People also ask, Site links","0.80,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
how many fouls are in basketball,40,57,0.00,0.00,0,Informational,"Carousel, Featured snippet, People also ask, Site links, Video carousel","0.50,0.14,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14"
how many fouls can a basketball player get,40,42,0.00,0.00,8220000,Informational,"Featured snippet, People also ask, Site links","0.27,0.27,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how many fouls do you get in college basketball,40,46,0.00,0.00,3300000,Informational,"Featured snippet, People also ask, Site links, Video","0.08,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.66,1.00"
how many fouls in basketball to foul out,40,,0.00,0.00,,,,"0.09,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,1.00"
how many fouls in college basketball to foul out,40,,0.00,0.00,,,,"0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,1.00"
how many fouls in nba basketball,40,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,1.00"
how many fouls to foul out college basketball,40,,0.00,0.00,,,,"0.00,0.09,1.00"
how many fouls to foul out in high school basketball,40,46,0.00,0.00,1960000,Informational,"Featured snippet, People also ask, Video","0.10,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00"
how many team fouls are allowed in basketball,40,47,0.00,0.00,8510000,Informational,"Featured snippet, People also ask, Site links, Video","0.41,0.17,0.17,0.17,0.17,0.17,0.17,0.64,0.17,0.17,0.11,0.11"
what happens if you get 5 fouls in basketball,40,,0.00,0.00,,,,"0.05,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.29"
what happens when you get 5 fouls in basketball,40,,0.00,0.00,,,,"0.63,0.27,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.36,0.18,0.27"
what is a common foul in basketball,40,,0.00,0.00,,,,"0.09,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.45,0.63,0.18"
what is a double foul in basketball,40,,0.00,0.00,,,,"0.81,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
what is a foul shot in basketball,40,,0.00,0.00,,,,"0.42,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what is a loose ball foul in basketball,40,,0.00,0.00,,,,"0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.08"
what is an offensive foul in basketball,40,,0.00,0.00,,,,"0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.04,0.00"
what is team foul in basketball,40,,0.00,0.00,,,,"1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
when is it a foul in basketball,40,,0.00,0.00,,,,"1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how do you foul in basketball,30,,0.00,0.00,,,,"0.14,0.21,0.21,0.21,0.21,0.21,0.28,0.21,0.21,0.21,0.14,0.14"
how do you get a foul in basketball,30,,0.00,0.00,,,,"0.25,0.75,0.75,0.75,0.75,0.75,1.00,0.75,0.75,0.75,0.50,0.50"
how do you get a technical foul in basketball,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.19,0.23,0.09"
how do you get fouled in basketball,30,,0.00,0.00,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how do you get fouled out in basketball,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
how far away is a foul shot in basketball,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
how far away is the foul line in basketball,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how far back is the foul line in basketball,30,,0.00,0.00,,,,"0.40,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
how far is a foul shot in basketball,30,,0.00,0.00,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how far is foul line from basketball hoop,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how far is foul line in basketball,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
how many feet is the foul line in basketball,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how many foul shots in basketball,30,,0.00,0.00,,,,"1.00,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
how many fouls allowed in basketball,30,,0.00,0.00,,,,"0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
how many fouls allowed in college basketball,30,,0.00,0.00,,,,"0.00,0.14,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.66,1.00"
how many fouls are there in basketball,30,,0.00,0.00,,,,"0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
how many fouls are you allowed in basketball,30,,0.00,0.00,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how many fouls before penalty in basketball,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how many fouls can you get in ncaa basketball,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.19"
how many fouls in basketball before free throws,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
how many personal fouls in college basketball,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,1.00"
how many team fouls allowed in basketball,30,,0.00,0.00,,,,"1.00,0.17,0.17,0.00,0.00,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
how many team fouls can you get in basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how many technical fouls can you get in basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how not to foul in basketball,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
how to avoid fouls in basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to block in basketball without fouling,30,,0.00,0.01,,,,"0.28,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how to call a foul in basketball,30,,0.00,0.00,,,,"0.26,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
how to defend in basketball without fouling,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.36,0.36,0.45,0.27,0.27,0.18,0.18"
how to draw an offensive foul in basketball,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to foul in basketball,30,,0.00,0.00,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to get a foul in basketball,30,,0.00,0.00,,,,"0.41,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
how to get a technical foul in basketball,30,,0.00,0.00,,,,"0.14,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.57,1.00,0.42,0.28"
how to measure foul line basketball,30,,0.00,0.01,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.36,0.27"
how to not foul in basketball,30,,0.00,0.00,,,,"1.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how to play defense in basketball without fouling,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how to shoot a foul shot in basketball,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to stop fouling in basketball,30,,0.00,0.00,,,,"0.26,0.11,0.11,0.00,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
is tripping a foul in basketball,30,,0.00,0.00,,,,"0.77,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what are all the fouls in basketball,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.81,0.27,0.27,0.27,0.18,0.18"
what are the different fouls in basketball,30,,0.00,0.00,,,,"0.28,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28"
what are the different types of fouls in basketball,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what constitutes a team foul in basketball,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what does a foul mean in basketball,30,,0.00,0.00,,,,"0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
what does foul mean in basketball,30,,0.00,0.00,,,,"0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02"
what does foul out mean in basketball,30,,0.00,0.00,,,,"1.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what does team foul mean in basketball,30,,0.00,0.00,,,,"0.11,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what does technical foul mean in basketball,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what is a blocking foul in basketball,30,,0.00,0.00,,,,"0.18,0.45,0.18,0.00,0.00,0.27,0.09,1.00,0.81,0.45,0.09,0.27"
what is a defensive foul in basketball,30,,0.00,0.00,,,,"0.52,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what is a false double foul in basketball,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what is a flagrant 1 foul in college basketball,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.12,1.00,0.00"
what is a foul line in basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what is a offensive foul in basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what is a reaching foul in basketball,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what is a team control foul in basketball,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.63,0.36,0.36,0.27,0.18,0.18"
what is a team foul in basketball rules,30,,0.00,0.00,,,,"1.00,0.27,0.27,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what is a technical foul basketball,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what is an intentional foul in basketball,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what is intentional foul in basketball,30,,0.00,0.00,,,,"0.33,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what is offensive foul in basketball,30,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what is over the back foul in basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what is personal foul in basketball,30,,0.00,0.00,,,,"0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.00,0.50,0.50"
what is reach in foul in basketball,30,,0.00,0.00,,,,"0.33,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what is the distance for a foul shot in basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what is the distance of the foul line in basketball,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what is the foul limit in basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what is the foul line in basketball,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what's a blocking foul in basketball,30,,0.00,0.00,,,,"1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what's a foul in basketball,30,,0.00,0.00,,,,"0.22,0.33,0.33,0.33,0.33,0.33,0.55,0.33,0.33,0.33,0.22,0.22"
where is the foul line in basketball,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
where is the foul line on a basketball court,30,,0.00,0.00,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
a foul to give in basketball,20,,0.00,0.00,,,,"0.33,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how do fouls work in nba basketball,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.66"
how far is the foul line on a basketball court,20,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how many fouls are allowed in college basketball,20,,0.00,0.00,,,,"0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.10"
how many fouls do college basketball players get,20,,0.00,0.00,,,,"0.33,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42"
how many fouls to foul out in basketball nba,20,,0.00,0.00,,,,"0.14,0.42,0.42,0.42,0.42,0.42,0.00,0.42,0.42,0.42,0.28,0.28"
how many fouls to foul out in nba basketball,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.66,0.66"
how many fouls to foul out in ncaa basketball,20,,0.00,0.00,,,,"0.42,0.42,0.42,0.00,0.00,0.00,0.57,0.42,0.42,0.42,0.28,0.57"
how to block a shot in basketball without fouling,20,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to defend without fouling in basketball,20,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what are the fouls and violations in basketball,20,,0.00,0.00,,,,"0.17,0.17,0.17,0.17,0.00,0.00,0.17,0.17,0.00,0.17,0.11,0.11"
what counts as a foul in basketball,20,,0.00,0.00,,,,"0.40,0.00,0.00,0.60,0.60,1.00,0.60,0.60,0.60,0.40,0.40"
what does a technical foul mean in basketball,20,,0.00,0.01,,,,"1.00,0.00,0.00,0.00,0.09,0.09,0.18,0.00,0.00,0.27,0.18"
what happens if you get a technical foul in basketball,20,,0.00,0.00,,,,"0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00"
what is a charge foul in basketball,20,,0.00,0.00,,,,"0.20,0.00,0.00,0.00,0.00,0.40,0.40,0.40,0.80,1.00,0.60"
what is a cylinder foul in basketball,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.57,1.00,0.57,1.00,0.00"
what is a multiple foul in basketball,20,,0.00,0.00,,,,"0.00,0.42,0.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what is blocking foul in basketball,20,,0.00,0.00,,,,"0.25,0.50,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.50,0.50"
