Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
when is the next march madness basketball game,90,62,0.22,0.02,14300000,Informational,"Featured snippet, People also ask","0.26,0.03,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.03,0.14,0.11"
where are wilson basketballs made,90,46,0.00,0.88,416000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Video carousel","1.00,0.41,0.17,0.29,0.41,0.52,1.00,0.17,0.64,0.52,1.00,0.82"
who made the first basketball,90,60,0.00,0.00,531000000,Informational,"FAQ, Featured snippet, Image pack, Knowledge panel, People also ask, Reviews, Site links, Video carousel","0.52,0.17,0.17,0.17,0.64,0.52,1.00,0.64,0.82,0.82,0.82,1.00"
a basketball player has made 80 of his foul shots,70,7,0.00,0.00,6270000,Informational,"Reviews, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.09,0.02,0.02"
how is a basketball made,70,35,0.00,0.00,546000000,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Video carousel, Video","0.00,0.00,0.00,0.10,0.12,0.05,0.05,0.23,0.43,0.53,0.43,1.00"
how many quarters in college basketball march madness,70,48,0.00,0.00,98,Informational,"Featured snippet, People also ask, Site links, Video","1.00,0.00"
how was basketball made,70,71,0.00,0.00,762000000,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Video","0.29,0.29,0.00,0.17,0.52,0.11,0.64,0.17,0.82,0.82,1.00,0.52"
is march madness basketball,70,56,0.00,0.00,19500000,Informational,"FAQ, Featured snippet, Knowledge panel, People also ask, Reviews, Site links, Video carousel","0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.80,0.07"
what was the first basketball hoop made of,70,39,0.00,0.00,21300000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links, Video carousel","0.43,0.12,0.12,0.12,0.15,0.21,0.15,0.28,0.65,0.15,0.06,0.06"
what were the original basketball hoops made of,70,38,0.00,0.03,4280000,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Site links, Video carousel","0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00"
where are basketball jerseys made,70,69,0.00,0.00,31600000,Informational,"FAQ, Featured snippet, Image, Image pack, People also ask, Reviews, Site links, Video carousel","0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
who won tonight's basketball game march madness,70,71,0.00,0.00,0,Informational,"Carousel, People also ask, Reviews, Site links, Video","1.00,0.00"
are spalding basketballs made in china,50,21,0.00,0.50,446000,Informational,"Featured snippet, People also ask, Site links, Video","1.00,0.42,0.42,0.42,0.00,0.42,0.42,0.00,0.42,0.42,0.00,0.28"
is there march madness for women's basketball,50,61,0.00,0.00,18200000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Site links, Video carousel","0.43,0.06,0.06,0.00,0.06,0.06,0.06,0.06,0.06,0.06,0.22,0.04"
was basketball made in canada,50,51,0.00,0.00,102000000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Site links, Video","0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what are spalding basketballs made of,50,60,0.00,0.60,259000,Informational,"Featured snippet, Image, Image pack, People also ask, Reviews, Site links, Video carousel","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what basketball games are on today march madness,50,47,1.06,0.01,100,Informational,"People also ask, Reviews, Site links, Video carousel","0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,1.00,0.05"
what is a nba basketball made of,50,60,0.00,0.41,177000000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video carousel","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what is march madness in basketball,50,50,0.00,0.00,18500000,Informational,"FAQ, Knowledge panel, People also ask, Reviews, Site links, Video carousel","0.03,0.03,0.03,0.00,0.03,0.03,0.03,0.03,0.04,0.23,0.12,0.02"
what is the basketball court floor made of,50,37,0.00,0.00,33100000,Informational,"Featured snippet, People also ask, Reviews, Video","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what is the basketball made of,50,,0.00,0.02,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
what made lebron james want to play basketball,50,26,0.00,0.00,14800000,Informational,"People also ask, Reviews, Video","0.26,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what material is a basketball court made of,50,37,0.00,0.13,23400000,Informational,"Featured snippet, People also ask, Reviews, Site links","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what time is basketball on today march madness,50,61,0.00,0.00,86100000,Informational,"Featured snippet, People also ask, Reviews","1.00,0.40"
what year was basketball made,50,,0.00,0.00,,,,"0.00,0.27,0.27,0.27,0.27,0.63,1.00,0.45,0.36,0.27,0.81,0.36"
when was love and basketball made,50,60,0.00,0.00,286000000,Informational,"Instant answer, Knowledge panel, People also ask, Reviews, Site links, Video carousel, Video","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
where are basketballs made,50,38,0.00,0.00,4570000,Informational,"Featured snippet, Image, People also ask, Reviews, Video carousel, Video","1.00,0.14,0.14,0.14,0.14,0.14,0.19,0.14,0.14,0.19,0.14,0.42"
who made basketball game,50,73,0.00,0.00,417000000,Informational,"FAQ, Instant answer, Knowledge panel, People also ask, Reviews, Site links, Video carousel","1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
who plays basketball tonight march madness,50,53,1.27,0.00,4440000,Informational,"People also ask, Reviews, Site links","0.09,0.09,0.00,0.00,0.00,0.09,0.00,0.00,0.09,0.09,1.00,0.06"
why was basketball made,50,,0.00,0.00,,,,"0.22,0.33,0.33,0.33,0.33,0.33,0.77,0.33,1.00,1.00,0.77,0.44"
how are basketball courts made,40,36,1.30,0.03,32000000,Informational,"People also ask, Reviews, Video carousel","0.09,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.36,0.27,1.00,0.18"
how basketballs are made,40,39,0.00,0.00,3950000,Informational,"FAQ, Featured snippet, Image pack, People also ask, Reviews, Video carousel, Video","0.00,0.00,0.00,0.14,0.21,0.21,0.50,0.35,0.14,1.00,0.64,0.50"
how is a basketball made step by step,40,21,0.00,0.00,93700000,Informational,"Featured snippet, Image pack, People also ask, Reviews, Video carousel","1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
how long is a march madness basketball game,40,47,0.00,0.00,62600000,Informational,"FAQ, Featured snippet, People also ask, Reviews, Site links","1.00,0.27,0.27,0.27,0.27,0.27,0.00,0.27,0.00,0.27,1.00,0.18"
how many sec teams made the ncaa basketball tournament,40,43,0.00,0.00,79,Informational,"Featured snippet, People also ask","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.05"
how was the first basketball made,40,69,0.00,0.00,510000000,Informational,"FAQ, Featured snippet, People also ask, Site links, Video carousel","0.33,0.14,0.14,0.14,0.66,0.14,0.14,0.14,0.19,0.14,0.09,0.14"
is auburn basketball out of march madness,40,41,0.00,0.00,80,Informational,"Featured snippet, Image pack, People also ask, Video carousel, Video","1.00,0.00"
is clemson basketball in march madness,40,24,0.00,0.00,92,Informational,"Image pack, People also ask, Reviews, Site links, Video carousel","1.00,0.00"
what color were the first basketballs made in,40,,0.00,0.00,,,,"0.19,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02"
what is a basketball backboard made of,40,,0.00,0.33,,,,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what is basketball court made of,40,,0.00,0.00,,,,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what is march madness basketball,40,47,1.10,0.01,19100000,Informational,"FAQ, Featured snippet, Knowledge panel, People also ask, Reviews, Video carousel","0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
what is the backboard in basketball made of,40,,0.00,0.02,,,,"1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what material are basketball shorts made of,40,,0.00,0.52,,,,"0.09,1.00,0.27,0.27,0.36,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what was the last ncaa basketball game made,40,,0.00,0.00,,,,"0.52,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
when does march madness start for women's basketball,40,53,1.23,0.01,8700000,Informational,"Featured snippet, People also ask, Reviews, Site links, Video","0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.11,0.11,1.00,0.07"
where are spalding basketballs made,40,,0.00,0.64,,,,"0.18,0.27,0.27,0.27,0.27,0.27,1.00,0.27,0.27,0.36,0.18,0.18"
who made the sport basketball,40,,0.00,0.00,,,,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.17"
a basketball player made 36 free throws in 16 games,30,,0.00,0.00,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
are basketballs made of leather,30,,0.00,0.31,,,,"0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.35,0.14,0.14"
are basketballs made of pigskin,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
are jordans made for basketball,30,,0.00,0.50,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
are nba basketballs made of leather,30,,0.00,0.86,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how are basketball nets made,30,,0.00,0.00,,,,"0.75,0.75,0.75,0.75,1.00,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
how are basketball shoes made,30,,0.00,0.03,,,,"0.33,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
how are spalding basketballs made,30,,0.00,0.00,,,,"1.00,0.42,0.00,0.00,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how basketballs are made video,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how it's made basketball,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how its made basketballs,30,,0.00,0.00,,,,"1.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
how made basketball,30,,0.00,0.00,,,,"0.22,0.22,0.11,0.00,0.00,0.55,0.22,0.22,0.00,0.77,1.00,0.77"
how many basketballs are made each year,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.36,0.27,0.27,0.27,0.27,0.18,0.18"
how nba basketballs are made,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
how to know if you made the basketball team,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
is a basketball made of pigskin,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
is auburn basketball banned from march madness,30,,0.00,0.00,,,,"1.00,0.60,0.40,0.40"
is march madness basketball over,30,,0.00,0.01,,,,"0.00,0.27,0.00,0.00,0.00,0.27,0.00,0.27,0.27,1.00,1.00"
were converse made for basketball,30,,0.00,0.30,,,,"0.41,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what are basketball backboards made of,30,,0.00,0.59,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what are basketball courts made out of,30,,0.00,0.00,,,,"0.14,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14"
what are basketball floors made of,30,,0.00,0.00,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what are basketball hoops made of,30,,0.00,0.04,,,,"0.81,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what are basketball hoops made out of,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what are basketball jerseys made of,30,,0.00,0.44,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what are basketball nets made of,30,,0.00,0.00,,,,"1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what are basketball nets made out of,30,,0.00,0.67,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what are basketball rims made of,30,,0.00,0.01,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what are basketball shoes made of,30,,0.00,0.29,,,,"1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what are basketball shoes made out of,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what are basketball shorts made of,30,,0.00,0.80,,,,"0.00,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what are basketballs made from,30,,0.00,0.07,,,,"0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
what are basketballs made of today,30,,0.00,0.30,,,,"0.33,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
what are nba basketballs made of,30,,0.00,0.70,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what are nba basketballs made out of,30,,0.00,0.59,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what are outdoor basketball courts made of,30,,0.96,0.31,,,,"0.60,0.60,0.60,1.00,0.60,0.60,0.60,0.60,0.60,0.80,0.40,0.60"
what basketball player made foamposites,30,,0.00,0.64,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what basketball teams made the playoffs,30,,0.00,0.00,,,,"0.09,0.27,0.27,0.27,0.27,0.27,0.27,0.00,0.27,0.27,0.18,1.00"
what country made basketball,30,,0.00,0.00,,,,"0.20,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
what fabric are basketball shorts made of,30,,0.00,0.71,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what is a basketball court floor made of,30,,0.00,0.03,,,,"0.14,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14"
what is a basketball court made of,30,,0.00,0.01,,,,"0.52,0.52,0.00,0.00,0.04,0.00,0.04,0.00,0.09,0.23,0.19,0.04"
what is a basketball court made out of,30,,0.00,0.00,,,,"0.41,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what is a basketball floor made of,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what is a basketball net made of,30,,0.00,0.46,,,,"0.50,0.75,0.75,0.75,0.75,0.75,0.75,1.00,0.75,0.75,0.50,0.50"
what is a basketball net made out of,30,,0.00,1.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what is a basketball rim made out of,30,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what is a spalding basketball made out of,30,,0.00,0.67,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what is an official nba basketball made of,30,,0.00,0.86,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
what is an outdoor basketball court made of,30,,0.00,0.28,,,,"1.00,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
what is basketball backboard made of,30,,0.00,0.11,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what is basketball floor made of,30,,0.00,0.00,,,,"0.71,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what is the basketball court made of,30,,0.00,0.00,,,,"0.42,0.42,0.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what is the longest basketball shot ever made,30,,0.00,0.00,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what made kobe bryant a great basketball player,30,,0.00,0.01,,,,"0.40,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
what made michael jordan play basketball,30,,0.00,0.00,,,,"1.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what made michael jordan so good at basketball,30,,0.00,0.00,,,,"0.66,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.66,0.66"
what made michael jordan want to play basketball,30,,0.00,0.00,,,,"1.00,0.33,0.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
what material are basketball jerseys made of,30,,0.00,0.68,,,,"0.63,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
what material are basketball shoes made of,30,,0.00,0.16,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what material is a basketball made of,30,,0.00,0.03,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what material is a basketball made out of,30,,0.00,0.00,,,,"0.34,0.11,0.11,0.11,0.11,0.00,0.11,0.11,0.11,0.11,0.07,0.07"
what material is basketball made out of,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.00,0.28"
what type of wood are basketball courts made of,30,,0.00,0.01,,,,"1.00,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
what was the first basketball goal made of,30,,0.00,0.07,,,,"0.25,0.75,0.00,0.75,0.75,0.75,0.75,1.00,0.75,0.75,0.50,0.50"
what was the first basketball goal made out of,30,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,0.21,0.21,0.21,0.21,0.14,0.14"
what was the first basketball hoop made out of,30,,0.00,0.00,,,,"0.40,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.40"
what was the first basketball made out of,30,,0.00,0.00,,,,"0.20,0.60,0.60,0.60,0.60,0.60,0.60,0.60,1.00,0.60,0.40,0.40"
what was the original basketball hoop made of,30,,0.00,0.14,,,,"0.07,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
what was the original basketball made of,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what were the first basketball hoops made out of,30,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what were the first basketballs made of,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
what wood are basketball courts made of,30,,0.00,0.00,,,,"0.28,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.57,0.28"
what wood is a basketball court made of,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
what wood is basketball courts made of,30,,0.00,0.00,,,,"0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
when basketball was made,30,,0.00,0.00,,,,"0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
when does march madness basketball tournament start,30,,0.00,0.00,,,,"0.02,0.03,0.03,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.12,0.02"
when is march madness basketball,30,,0.00,0.00,,,,"0.00,0.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1.00,0.18"
when was basketball first made,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.57,0.42,0.42,0.28,0.28"
when was the basketball made,30,,0.00,0.00,,,,"1.00,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
when was the first basketball court made,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.36,0.18,0.18"
when was the first basketball hoop made,30,,0.00,0.00,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
where are goalrilla basketball hoops made,30,,0.00,0.81,,,,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.11,0.11"
where are molten basketballs made,30,,0.00,0.14,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07"
where are nba basketballs made,30,,0.00,0.55,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
where are nike basketball shoes made,30,,0.00,0.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
where are spalding basketball hoops made,30,,0.00,0.33,,,,"0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66"
where is spalding basketballs made,30,,0.00,0.05,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
where is the rock basketball made,30,,0.00,0.19,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.66,0.66"
where was the first basketball made,30,,0.00,0.00,,,,"0.18,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18"
who made a basketball,30,,0.00,0.00,,,,"1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.22,0.22"
who made basketball popular,30,,0.00,0.00,,,,"0.20,0.60,0.60,0.60,0.60,0.80,0.60,0.60,0.80,0.80,0.40,0.40"
who made the first basketball hoop,30,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.14,0.09,0.09"
who made the first basketball shoe,30,,0.00,0.00,,,,"0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.28,0.28"
who made the game basketball,30,,0.00,0.00,,,,"0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.36,0.18,0.18"
who made the rules of basketball,30,,0.00,0.00,,,,"0.50,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
who made up basketball,30,,0.00,0.00,,,,"0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.00,0.50"
who made up the game basketball,30,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.66,0.66"
who won march madness basketball,30,,0.00,0.04,,,,"0.52,0.14,0.14,0.14,0.14,0.00,0.14,0.00,0.00,0.00,0.09,0.52"
why are basketball backboards made of glass,30,,0.00,0.00,,,,"0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50"
